name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
Problems Collection (Volume X),classical,0,0,0.7,7.18,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,0.1,60,1536,74,1058,76,982,0,0,0
Problems in Moria,classical,0,0,1.16,29.63,0,0,Paulo Costa,Cube (Intel G860),2012,1,50000,1536,28,108,32,63,4,0,9
Product it again,classical,4,0,1.13,31.32,17,13,Abhinandan Agarwal,Cube (Intel G860),2016,2,50000,1536,30,281,88,46,17,27,103
Product of factorials,classical,12,0,0.08,23.06,20,19,Ashot Minasyan ,Cube (Intel G860),2013,1,50000,1536,960,6786,1565,2686,1223,210,1084
Product of factorials (again),classical,1,0,0.83,35.85,12,17,Francky,Cube (Intel G860),2014,1.5,50000,1536,55,463,166,156,25,46,68
Product of factorials (easy),classical,1,0,0.7,26.64,17,17,Francky,Cube (Intel G860),2014,1.659,50000,1536,73,747,199,270,34,100,144
Product of factorials (hard),classical,1,0,1.21,20.4,17,34,Francky,Cube (Intel G860),2014,4.3,50000,1536,25,299,61,157,14,38,29
Product of factorials (medium),classical,0,0,1.57,29.46,0,0,Robert Gerbicz,Cube (Intel G860),2013,3.5,50000,1536,10,387,114,84,28,23,136
Professor Farouk Question,classical,13,1,0.16,32.8,11,7,atef,Cube (Intel G860),2015,2,50000,1536,471,1634,536,992,41,44,20
Program Analyser,classical,0,0,1.29,13.93,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,0.1,50000,1536,21,201,28,98,19,14,42
Progression,classical,2,0,1.29,8.6,17,17,Eddy Cael,Cube (Intel G860),2014,1,50000,1536,21,279,24,47,36,143,22
Progressive progressions,classical,0,0,0.91,65.35,0,0,Raziman T V,Cube (Intel G860),2011,0.611,50000,1536,47,101,66,14,6,8,7
Project File Dependencies,classical,21,1,0.04,42.36,14,14,overwise,Cube (Intel G860),2007,0.405,50000,1536,1799,8963,3797,3356,737,870,201
project groups,classical,0,0,0.51,51.17,0,0,bristy,Cube (Intel G860),2012,0.173,50000,1536,115,256,131,98,7,15,4
Projections Of A Polygon,classical,1,0,0.58,9.1,1,1,Pavel Kuznetsov,Cube (Intel G860),2007,0.134,50000,1536,96,1880,171,1117,138,45,406
Promotion,classical,13,0,0.05,27.45,10,7,Duc,Cube (Intel G860),2006,0.147,50000,1536,1468,7267,1995,2912,464,709,1183
Proving Equivalences,classical,1,0,0.39,31.2,17,17,Hemant Verma,Cube (Intel G860),2009,0.341,50000,1536,164,859,268,364,82,76,69
Psycho,classical,9,1,0.13,22.51,11,12,Shipu Ahamed,Cube (Intel G860),2013,0.5,6000,1536,595,4452,1002,1350,234,465,1383
Psycho34 (easy),classical,2,0,1.13,22.87,28,17,Francky,Cube (Intel G860),2014,1.2,50000,1536,30,870,199,176,33,124,337
Publication,classical,0,0,1.23,57.69,0,0,Olson Ortiz,Cube (Intel G860),2011,0.159,50000,1536,24,52,30,9,5,7,1
Put a Point in a Hyperspace,classical,0,0,1.38,11.52,0,0,Fudan University Problem Setters,Cube (Intel G860),2008,10,50000,1536,17,191,22,87,12,30,40
Putnik,classical,0,0,0.7,64.15,0,0,Tomislav Babic,Cube (Intel G860),2013,1,50000,1536,74,159,102,40,4,3,10
Puzzle,classical,0,0,0.66,32.62,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,0.5,50000,1536,81,282,92,109,33,30,17
Pyramid Sums,classical,0,0,0.66,32.71,0,0,Robin Lee,Cube (Intel G860),2011,0.583,50000,1536,80,321,105,105,7,35,69
Pyramid Sums 2,classical,1,0,0.64,34.63,26,34,Robin Lee,Cube (Intel G860),2011,0.392,50000,1536,84,360,124,117,14,27,77
Pyramidal Constructions,classical,0,1,0.25,50.8,26,26,Raffaele Ranaldo,Cube (Intel G860),2013,0.1,500,1536,273,809,411,236,65,27,68
Pyramids,classical,12,31,0.02,36.9,7,12,Adam Dzedzej,Cube (Intel G860),2004,0.143,10000,1536,3643,11004,4062,5126,1063,610,131
Pythagorean Legacy,classical,0,0,1.19,23.7,0,0,Roman Sol,Cube (Intel G860),2005,2.25,8192,1536,26,173,41,46,42,25,19
Pythagorean Triple Counting,classical,4,0,1.38,67.45,30,17,numerix,Cube (Intel G860),2015,1,50000,1536,17,384,259,36,9,26,54
Pythagorean triples (medium),classical,0,0,0.52,16.85,0,0,Francky,Cube (Intel G860),2013,3.4,50000,1536,112,1110,187,376,90,60,394
Quadrilaterals,classical,0,0,0.72,29.74,0,0,Raziman T V,Cube (Intel G860),2012,0.14,50000,1536,70,306,92,131,31,6,46
Quasi-template,classical,0,0,1.33,37.07,0,0,Race with time,Cube (Intel G860),2009,0.65,50000,1536,19,205,76,43,4,52,30
Queen and Stable Relationships,classical,0,0,1.54,31.58,0,0,darkshadows,Cube (Intel G860),2014,1,50000,1536,11,38,12,19,2,2,3
Queen Game,classical,1,0,1.4,39.02,34,17,Race with time,Cube (Intel G860),2012,0.639,50000,1536,16,82,32,38,6,3,3
Queens on a Board,classical,0,0,0.95,49.5,0,0,Varun Jalan,Cube (Intel G860),2011,0.259,50000,1536,43,100,49,10,4,6,30
"Queens, Knights and Pawns",classical,2,0,0.13,37.34,17,17,Camilo Andrés Varela León,Cube (Intel G860),2007,0.4,50000,1536,597,2172,811,742,250,241,125
Quelling Blade,classical,0,0,1.9,11.11,0,0,Fudan University Problem Setters,Cube (Intel G860),2011,2,50000,1536,1,9,1,0,1,0,7
Query on a tree,classical,56,3,0.03,22.47,34,29,Thanh-Vy Hua,Cube (Intel G860),2005,0.851,15000,1536,2829,38654,8685,8383,2706,8220,10598
Query on a tree II,classical,40,1,0.04,24.18,23,20,Thanh-Vy Hua,Cube (Intel G860),2006,0.433,15000,1536,2188,15590,3770,5285,829,3242,2457
Query on a tree III,classical,0,0,0.21,15.61,0,0,Thanh-Vy Hua,Cube (Intel G860),2007,0.127,50000,1536,335,4152,648,546,185,625,2148
Query on a tree IV,classical,3,0,0.21,19.71,39,34,Qu Jun,Cube (Intel G860),2008,0.1,50000,1536,337,4657,918,1055,240,1175,1262
Query on a tree V,classical,19,0,0.13,31.86,30,33,Qu Jun,Cube (Intel G860),2008,0.714,50000,1536,553,2969,946,1023,170,374,453
Query on a tree VI,classical,6,0,0.48,33.46,41,24,xiaodao,Cube (Intel G860),2013,1,50000,1536,124,783,262,310,49,64,97
Query on a tree VII,classical,1,0,0.66,31.53,34,34,xiaodao,Cube (Intel G860),2013,1,50000,1536,80,425,134,133,24,91,42
Query Problem,classical,2,0,0.18,38.97,21,21,Hemant Verma,Cube (Intel G860),2009,0.629,50000,1536,416,1419,553,277,84,147,356
Quest Hunter,classical,0,0,1.74,27.78,0,0,Arianto Wibowo,Cube (Intel G860),2017,2,50000,1536,5,18,5,10,0,3,0
Queue,classical,0,0,0.78,12.01,0,0,HNUE,Cube (Intel G860),2010,2,50000,1536,62,758,91,186,17,245,219
Queue (Pro),classical,14,0,0.28,30.7,18,23,@ce,Cube (Intel G860),2013,0.1,50000,1536,242,1049,322,169,79,156,320
Queue (Rookie),classical,14,0,0.09,43.17,11,16,@ce,Cube (Intel G860),2013,1,50000,1536,814,2886,1246,653,338,432,197
Queue of Soldiers,classical,0,0,1.82,50,0,0,Gầy  :)),Cube (Intel G860),2016,1,50000,1536,3,6,3,1,0,0,2
R  Numbers,classical,1,0,0.54,58.76,26,26,Radhakrishnan Venkataramani,Cube (Intel G860),2012,0.125,50000,1536,107,274,161,69,9,10,25
Ra-One Numbers,classical,6,0,0.18,37.67,17,20,Devil D,Cube (Intel G860),2012,0.101,30000,1536,409,1407,530,451,65,52,308
Race Against Time,classical,16,0,0.15,23.89,25,23,Neal Wu,Cube (Intel G860),2008,0.155,50000,1536,480,3667,876,1322,150,519,796
Rachu ,classical,0,0,0.1,32.5,17,17,Mayank Tuteja,Cube (Intel G860),2013,0.179,50000,1536,769,2868,932,1500,184,129,107
Radiation,classical,1,0,1.21,25.38,0,0,abdou_93,Cube (Intel G860),2014,3,50000,1536,25,130,33,41,2,8,46
Rage Drug,classical,1,0,1.25,31.52,1,17,smit hinsu,Cube (Intel G860),2013,2,50000,1536,23,92,29,56,0,3,4
Railroads,classical,0,0,0.66,17.59,0,0,Adrian Kuegel,Cube (Intel G860),2005,0.523,50000,1536,81,662,117,256,49,108,131
Railway,classical,1,0,1.63,36,34,34,Tooru Ichii,Cube (Intel G860),2013,1,50000,1536,8,50,18,27,3,1,1
Rain,classical,2,1,0.19,39.27,17,17,Fudan University Problem Setters,Cube (Intel G860),2007,0.5,50000,1536,384,1314,516,429,68,109,190
Rainbow Ride,classical,6,1,0.17,37.58,19,19,Swarnaprakash,Cube (Intel G860),2009,0.828,50000,1536,420,1514,569,647,88,124,82
Raining Parabolas,classical,0,0,0.34,24.09,34,34,gustav,Cube (Intel G860),2010,0.132,50000,1536,191,1449,349,880,61,38,119
RajaRani,classical,2,0,1.9,2.78,0,0,Mohan K,Cube (Intel G860),2014,0.31,50000,1536,1,36,1,29,2,1,3
Rama and Friends,classical,9,0,0.08,28.51,17,13,dungeon_master,Cube (Intel G860),2014,0.106,50000,1536,906,3620,1032,2192,159,161,58
Random Number,classical,0,0,0.99,30.73,0,0,Adrian Kuegel,Cube (Intel G860),2005,0.685,50000,1536,40,192,59,50,42,32,9
Random Number Generator,classical,0,0,0.67,44.86,0,0,Bin Jin,Cube (Intel G860),2007,0.131,10000,1536,78,291,130,114,19,12,15
Range Sum,classical,16,0,0.14,42.87,10,10,Gowri Sundaram,Cube (Intel G860),2013,2,50000,1536,518,1761,755,424,78,214,286
Ranges,classical,0,0,0.48,25.98,17,1,Angel Paredes,Cube (Intel G860),2012,0.124,50000,1536,126,839,218,453,34,88,45
Rank of a Fraction,classical,2,1,0.55,31.51,9,34,Paranoid Android,Cube (Intel G860),2010,0.117,50000,1536,105,530,167,158,17,58,130
Ranklist Sorting,classical,1,0,1.33,20.39,17,34,Adrian Kuegel,Cube (Intel G860),2007,0.361,50000,1536,19,103,21,44,19,10,9
Ratar,classical,0,0,0.95,35.97,17,17,Ivan Šego,Cube (Intel G860),2013,0.1,50000,1536,43,139,50,32,4,14,38
Rating Hazard,classical,0,0,1.29,21.7,0,0,Race with time,Cube (Intel G860),2010,1.065,50000,1536,21,106,23,27,3,4,49
Re-Arrange II,classical,3,0,0.39,51.97,17,17,amit karmakar,Cube (Intel G860),2011,0.717,50000,1536,164,431,224,81,27,22,76
Real Mangoes for Ranjith,classical,8,1,0.05,41.05,2,5,Gopal Rander,Cube (Intel G860),2013,1,50000,1536,1727,4653,1910,1506,223,197,802
Real Numbers,classical,3,1,0.4,17.03,26,26,Aditya Gourav,Cube (Intel G860),2013,0.1,500000,1536,158,1415,241,563,62,66,482
REAL ROOTS,classical,13,1,0.09,60.01,4,10,Bhavik,Cube (Intel G860),2014,0.3,50000,1536,812,1443,866,455,77,32,9
Rearranging Digits,classical,0,0,0.85,31.31,0,0,Varun Jalan,Cube (Intel G860),2010,0.189,5000,1536,53,198,62,34,11,22,69
Reaux! Sham! Beaux!,classical,1,0,0.12,32.43,26,1,Rafal,Cube (Intel G860),2007,0.779,50000,1536,639,2257,732,792,178,187,368
Recaman’s Sequence,classical,11,0,0.03,53.37,8,4,~!(*(@*!@^&,Cube (Intel G860),2009,0.138,50000,1536,2925,6985,3728,505,477,1340,928
Recover Polynomials,classical,0,0,0.92,50.39,0,0,suhash,Cube (Intel G860),2011,2.09,50000,1536,46,127,64,23,4,5,31
Rectangle Tiling,classical,0,0,0.61,41.37,0,0,gawry,Cube (Intel G860),2007,0.134,50000,1536,91,336,139,79,28,11,79
Rectangles,classical,0,0,0.38,28.13,0,0,Michał Czuczman,Cube (Intel G860),2004,1.279,50000,1536,168,773,217,189,56,52,259
Rectangles,classical,1,0,0.46,16.47,17,1,Minilek,Cube (Intel G860),2007,0.114,50000,1536,133,1737,286,473,100,172,704
Rectangles,classical,87,5,0.01,51.76,5,9,Race with time,Cube (Intel G860),2009,1,50000,1536,14724,33632,17409,10628,2468,1172,1926
Rectangles  Counting,classical,0,0,0.41,33.09,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.151,50000,1536,153,541,179,224,29,9,100
Rectangles in a Matrix,classical,1,0,1.74,26.32,17,34,Kunal Jain,Cube (Intel G860),2011,7,50000,1536,5,38,10,21,4,2,1
Rectangles Perimeter,classical,24,0,0.04,47.84,9,14,~!(*(@*!@^&,Cube (Intel G860),2009,1,50000,1536,2006,4829,2310,1852,443,63,150
Rectangular Polygon,classical,0,0,0.5,48.26,0,0,Rafal,Cube (Intel G860),2007,0.24,50000,1536,120,288,139,80,25,19,20
Recurrence,classical,0,0,0.31,14.62,34,17,abhijith reddy d,Cube (Intel G860),2009,0.72,50000,1536,219,3017,441,830,169,583,992
Recursive Sequence,classical,17,0,0.06,55.32,17,15,Paweł Dobrzycki,Cube (Intel G860),2005,0.5,8196,1536,1307,3035,1679,518,360,185,290
Recursive Sequence (Version II),classical,6,0,0.14,28.6,17,15,Fudan University Problem Setters,Cube (Intel G860),2008,3,50000,1536,541,2741,784,1205,106,386,258
Recursive Sequence (Version X),classical,0,0,1.74,29.17,0,0,Fudan University Problem Setters,Cube (Intel G860),2012,5,50000,1536,5,24,7,2,8,1,6
Recycled Numbers,classical,0,0,0.37,30.58,0,0,Ruslan Sennov,Cube (Intel G860),2012,1.05,50000,1536,173,775,237,122,68,33,315
Red And Green,classical,2,0,0.33,37.91,17,17,Bidhan,Cube (Intel G860),2012,1,50000,1536,204,575,218,291,27,18,20
Red Balls,classical,0,0,1.07,46.35,0,0,pankaj,Cube (Intel G860),2011,0.735,50000,1536,34,192,89,65,4,8,26
Red Blue Line Segments,classical,1,0,0.53,12.61,24,21,praveen123,Cube (Intel G860),2015,2,50000,1536,111,1586,201,755,90,364,175
Red Cross Hospital,classical,0,0,1.4,29.89,0,0,Diogo Soares [UFAM],Cube (Intel G860),2012,0.111,50000,1536,16,261,78,115,13,28,27
Red John is Back,classical,3,0,0.34,52.46,6,17,Najmuzzaman,Cube (Intel G860),2014,0.2,50000,1536,196,427,224,133,9,35,24
Regex Edit Distance,classical,1,0,1.27,41.54,34,34,Varun Jalan,Cube (Intel G860),2010,1.187,50000,1536,22,65,27,24,2,7,5
Regular Convex Polygon,classical,0,0,0.65,31.22,0,0,David García Soriano,Cube (Intel G860),2011,0.138,50000,1536,83,378,118,187,16,15,42
Regular expressions (Hard),classical,0,0,1.6,8,34,34,Spooky,Cube (Intel G860),2010,0.752,50000,1536,9,225,18,70,16,32,89
Reindeer Games,classical,1,0,0.73,27.36,17,34,SourSpinach,Cube (Intel G860),2013,2,50000,1536,69,424,116,152,34,44,78
Related or not,classical,9,0,0.28,51.07,10,8,mombassa,Cube (Intel G860),2016,1.5,50000,1536,245,605,309,220,14,24,37
Relations,classical,0,0,0.33,26,0,0,adrian,Cube (Intel G860),2004,5,50000,1536,203,950,247,438,87,59,119
Relevant Phrases of Annihilation,classical,0,0,0.16,34.4,0,0,adrian,Cube (Intel G860),2004,9,50000,1536,461,2715,934,1024,178,337,241
Reliable Nets,classical,2,0,0.24,31.02,17,1,Camilo Andrés Varela León,Cube (Intel G860),2007,0.459,50000,1536,290,1296,402,537,76,65,215
Reljef,classical,0,0,0.68,53.8,0,0,Race with time,Cube (Intel G860),2009,0.1,50000,1536,76,171,92,64,12,1,2
Remoteland,classical,0,0,0.52,56.54,0,0,David García Soriano,Cube (Intel G860),2011,2.074,50000,1536,113,283,160,18,11,35,59
Remove The String,classical,7,0,0.17,15.18,17,30,Hoang Hong Quan,Cube (Intel G860),2006,1.265,50000,1536,424,4421,671,1893,236,248,1371
Rent your airplane and make money,classical,46,2,0.04,27.84,17,17,Adrian Kuegel,Cube (Intel G860),2004,3,50000,1536,2077,10384,2891,3571,556,1081,2271
Repair Depots,classical,0,0,1.63,55,0,0,Race with time,Cube (Intel G860),2010,0.1,50000,1536,8,20,11,2,0,0,7
Repair the Door,classical,0,0,0.87,21.88,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,3,50000,1536,51,423,93,157,16,26,131
Repairing Roads,classical,0,0,1.57,18.18,0,0,Varun Jalan,Cube (Intel G860),2011,0.1,50000,1536,10,55,10,36,6,3,0
Repeats,classical,0,0,0.13,38.04,0,0,Hoang Hong Quan,Cube (Intel G860),2006,1.985,50000,1536,556,3970,1510,1219,214,479,539
Representatives,classical,7,0,0.31,41.92,17,17,Lawl,Cube (Intel G860),2011,0.141,50000,1536,213,656,275,174,43,34,130
Rescue On Time,classical,0,0,1.48,53.12,0,0,Rocker3011,Cube (Intel G860),2012,0.5,50000,1536,13,32,17,9,2,0,4
Resource Management,classical,0,0,1.48,28.09,0,0,Paulo Costa,Cube (Intel G860),2012,0.5,50000,1536,13,89,25,16,0,7,41
Restacking haybales 2012,classical,0,0,1.04,35.2,0,0,Ikhaduri,Cube (Intel G860),2012,0.23,50000,1536,36,125,44,45,7,11,17
Restaurant Tab,classical,0,0,1.25,29.86,0,0,Minilek,Cube (Intel G860),2008,5.986,50000,1536,23,144,43,83,9,3,6
Retrovirus,classical,5,0,0.78,34.78,17,12,PetarV,Cube (Intel G860),2015,0.5,50000,1536,61,230,80,52,4,20,74
Return of the Digger,classical,1,0,1.7,20.69,0,0,SourSpinach,Cube (Intel G860),2013,2,50000,1536,6,29,6,15,0,7,1
Revenge of Arjuna,classical,0,0,1.82,40,0,0,gohan,Cube (Intel G860),2016,1,50000,1536,3,10,4,2,0,0,4
Revenge of Fibonacci,classical,0,0,0.75,29.36,0,0,Fudan University Problem Setters,Cube (Intel G860),2011,5,50000,1536,66,469,137,137,28,71,95
Revenge of the squares,classical,1,0,0.7,35.35,17,17,HWK,Cube (Intel G860),2011,1.096,50000,1536,74,297,105,112,20,17,43
Revenge of the squares (variation),classical,1,0,0.16,48.82,17,17,HWK,Cube (Intel G860),2011,0.857,300,1536,464,1274,622,231,148,37,234
Revenge of Voronoi,classical,0,0,1.54,23.44,0,0,Bin Jin,Cube (Intel G860),2008,0.1,50000,1536,11,64,15,30,3,7,9
Reverse Engineering,classical,0,0,0.58,50,17,28,Samir Ahmed,Cube (Intel G860),2012,0.195,30000,1536,98,312,156,84,14,4,54
Reverse Fox Hunt,classical,1,0,0.73,45.03,17,1,SourSpinach,Cube (Intel G860),2013,1,50000,1536,69,191,87,87,7,3,7
Reverse the Sequence,classical,1,0,0.73,43.95,34,50,Adrian Satja Kurdija,Cube (Intel G860),2011,1,50000,1536,68,157,69,83,4,1,0
Rhombs,classical,0,0,0.74,45.36,0,0,adrian,Cube (Intel G860),2004,7,50000,1536,67,194,88,46,26,7,27
Riding in cycles,classical,0,0,1.16,16.05,0,0,Luka Kalinovcic,Cube (Intel G860),2009,0.1,50000,1536,28,349,56,190,13,43,46
Right Triangle Counting ,classical,2,0,0.41,17,26,17,~!(*(@*!@^&,Cube (Intel G860),2009,0.162,50000,1536,155,1388,236,595,61,74,413
Rivals,classical,6,0,0.24,37.78,17,30,eagle93,Cube (Intel G860),2014,1,50000,1536,287,1281,484,158,52,211,372
RK Sorting,classical,5,0,0.15,49.21,20,9,BLANKRK,Cube (Intel G860),2014,1,50000,1536,497,1079,531,369,65,84,28
Road Map,classical,0,1,0.82,55.77,50,50,abhiranjan,Cube (Intel G860),2010,0.246,50000,1536,57,156,87,22,15,10,22
Road net,classical,5,0,0.04,49.77,5,4,Michał Czuczman,Cube (Intel G860),2004,5,50000,1536,2008,5112,2544,1283,351,507,425
Road Network,classical,0,0,0.35,23.38,0,0,Mostafa Saad,Cube (Intel G860),2011,2.426,50000,1536,188,1249,292,386,70,158,343
Road Times,classical,0,0,1.86,20,0,0,Fudan University Problem Setters,Cube (Intel G860),2016,90,50000,1536,2,10,2,1,0,3,4
Road trip,classical,0,0,0.81,38.83,0,0,Raziman T V,Cube (Intel G860),2011,0.773,50000,1536,58,206,80,101,8,9,8
Roads,classical,20,1,0.07,25,12,18,Duc,Cube (Intel G860),2005,7,50000,1536,1048,6144,1536,2271,285,1151,894
Roads in Berland,classical,0,0,0.53,34.4,0,0,Phan Công Minh,Cube (Intel G860),2010,0.126,50000,1536,110,595,204,248,32,7,104
Roads of NITT,classical,11,1,0.41,32.85,26,24,Aditya Muraletharan,Cube (Intel G860),2013,0.143,50000,1536,153,624,205,194,20,77,128
Roads Repair,classical,1,0,0.44,33.97,17,34,~!(*(@*!@^&,Cube (Intel G860),2009,0.1,50000,1536,142,577,196,171,22,20,168
Rob Mini-Safe,classical,0,0,0.54,40.2,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.222,50000,1536,106,403,162,154,24,14,48
Robbery 2,classical,4,0,0.1,32.51,21,13,Spooky,Cube (Intel G860),2010,0.234,50000,1536,760,3242,1054,831,168,240,948
Robbing Gringotts,classical,0,0,0.86,11.21,0,0,Varun Jalan,Cube (Intel G860),2011,1.37,50000,1536,52,1176,132,294,61,124,563
Robert Langdon & Cipher,classical,1,0,0.14,50.5,1,13,Piyush Kumar,Cube (Intel G860),2014,2,50000,1536,512,1291,652,498,38,71,31
Robert Langdon & Class Attendance,classical,1,0,1.08,26.56,17,17,Piyush Kumar,Cube (Intel G860),2014,0.924,50000,1536,33,192,51,74,8,18,38
Robert Langdon & Florence,classical,1,0,0.4,66.25,28,23,Piyush Kumar,Cube (Intel G860),2014,2,50000,1536,161,317,210,67,21,14,4
Robert Langdon & The Rule of Three,classical,1,0,1.43,40.68,17,34,Piyush Kumar,Cube (Intel G860),2014,2,50000,1536,15,59,24,28,2,5,0
Robintron,classical,0,0,1.67,26.92,0,0,Fudan University Problem Setters,Cube (Intel G860),2008,0.5,50000,1536,7,23,6,8,1,7,1
Robot,classical,2,0,0.78,21.6,17,34,Bartek,Cube (Intel G860),2015,1,50000,1536,62,371,80,170,24,34,60
Robot Number M,classical,0,0,0.75,51.85,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,65,135,70,42,11,3,8
Robotic Sort,classical,3,0,0.34,22.73,21,30,Rafal,Cube (Intel G860),2007,0.372,50000,1536,193,1566,356,182,171,177,679
Robots on a grid,classical,2,0,0.15,17.78,9,1,Krzysztof Lewko,Cube (Intel G860),2011,0.126,50000,1536,509,4487,798,1956,257,989,475
Rock-Paper-Scissors-Lizard-Spock,classical,1,0,0.4,40.78,9,17,Spooky,Cube (Intel G860),2010,0.295,50000,1536,158,510,208,241,22,20,18
Rockets,classical,0,2,0.84,12.79,34,34,Piotr Łowiec,Cube (Intel G860),2004,1.2,50000,1536,54,735,94,109,36,105,391
Roger and tree,classical,10,0,0.42,33.52,19,21,Rana Saha,Cube (Intel G860),2014,1,50000,1536,151,731,245,365,29,65,23
Roger and tree III,classical,4,0,1.48,16.67,27,27,Rana Saha,Cube (Intel G860),2015,2,50000,1536,13,84,14,50,2,6,12
Roll Playing Games,classical,0,0,0.52,14.12,0,0,Adrian Kuegel,Cube (Intel G860),2005,1.918,50000,1536,114,1091,154,581,78,130,147
ROMAN NUMERALS,classical,0,0,0.47,33.33,0,0,himanshu jain,Cube (Intel G860),2012,0.1,2000,1536,128,498,166,251,32,13,36
Roman Patrollers,classical,0,0,0.98,61.54,0,0,Daniel Gómez Didier,Cube (Intel G860),2008,0.15,50000,1536,41,91,56,19,7,3,6
Roman Roads,classical,1,0,0.59,30.25,9,17,Minilek,Cube (Intel G860),2007,8.614,50000,1536,95,400,121,231,24,11,13
Rooks,classical,1,0,0.36,25.4,17,17,Omar ElAzazy,Cube (Intel G860),2010,0.216,50000,1536,181,929,236,447,41,37,168
Room Change,classical,0,0,0.58,34.55,0,0,Gowri Sundaram,Cube (Intel G860),2013,2,50000,1536,96,437,151,171,25,34,56
Roommate Agreement,classical,27,1,0.09,30.39,10,16,CSI,Cube (Intel G860),2013,3,50000,1536,876,4182,1271,1686,206,428,582
Root of a Linear Equation,classical,0,0,0.86,7.81,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,5,50000,1536,52,1050,82,249,61,384,272
Rooted Trees,classical,0,0,1.11,20.67,0,0,Surya Kiran,Cube (Intel G860),2014,1,50000,1536,31,208,43,85,4,34,42
Roots of polynomial,classical,0,0,1.08,32.26,0,0,Adam Nadolski,Cube (Intel G860),2004,0.632,50000,1536,33,155,50,79,9,1,16
Ross generates Data,classical,1,0,0.7,15.33,0,0,Ankit Kumar Vats ,Cube (Intel G860),2014,2,50000,1536,73,659,101,190,18,182,168
rotate it,classical,0,0,1.05,57.81,0,0,!(accepted),Cube (Intel G860),2009,0.2,256,1536,35,64,37,10,0,1,16
Rotating Cube,classical,2,0,0.65,49.56,9,9,Najmuzzaman,Cube (Intel G860),2014,0.2,50000,1536,82,226,112,45,9,24,36
Rotating Rings,classical,0,0,0.26,30.81,17,17,~!(*(@*!@^&,Cube (Intel G860),2009,0.119,50000,1536,267,1178,363,392,75,130,217
Roti Prata,classical,13,0,0.1,34.44,16,12,Saransh Bansal,Cube (Intel G860),2011,0.125,50000,1536,758,2761,951,715,137,138,817
Round Table,classical,0,0,0.9,44.22,0,0,Nikola P Borisov,Cube (Intel G860),2008,0.1,50000,1536,48,147,65,77,3,0,2
Round Trip,classical,0,0,1.78,31.25,0,0,Race with time,Cube (Intel G860),2012,0.1,50000,1536,4,16,5,1,0,1,9
Round-Robin Scheduling,classical,5,0,0.14,34.78,17,21,Neal Wu,Cube (Intel G860),2008,0.131,50000,1536,529,2348,816,796,150,86,497
Routing,classical,0,0,1.7,50,0,0,David García Soriano,Cube (Intel G860),2011,0.1,50000,1536,6,12,6,1,1,1,3
Royal Treasury,classical,0,0,0.75,12.17,0,0,Bin Jin,Cube (Intel G860),2007,0.1,50000,1536,65,600,73,215,51,63,198
RPS Warfare,classical,0,0,1.45,28.36,0,0,Hodobox,Cube (Intel G860),2017,0.5,50000,1536,14,67,19,34,4,2,8
Rubiks cube,classical,2,0,0.87,48.63,17,17,Raziman T V,Cube (Intel G860),2012,0.311,50000,1536,51,146,71,22,5,9,39
Run Away,classical,0,0,0.3,33.22,0,0,adrian,Cube (Intel G860),2004,13,50000,1536,224,1140,378,524,90,77,71
Run Length Encoding,classical,2,0,0.1,19.64,17,6,Wanderley Guimarăes,Cube (Intel G860),2007,0.303,50000,1536,796,4914,965,2491,581,565,310
Run length encoding,classical,8,0,0.09,39.61,6,2,Pandian,Cube (Intel G860),2013,1,50000,1536,869,2603,1031,1004,173,283,107
Run-Length Mathematics,classical,1,0,0.12,43.22,17,1,Miorel-Lucian Palii,Cube (Intel G860),2009,0.839,4096,1536,612,1777,768,590,143,217,59
"Run, Snipe, Run",classical,0,0,0.73,30,0,0,Paulo Costa,Cube (Intel G860),2012,0.513,50000,1536,68,290,87,145,18,12,28
Runner Game,classical,3,1,0.62,39.47,9,17,Arianto Wibowo,Cube (Intel G860),2017,1,50000,1536,89,413,163,203,43,3,1
Running Median,classical,7,0,0.15,35.27,13,11,jayant mukherji,Cube (Intel G860),2013,0.5,50000,1536,510,2070,730,329,116,104,785
Running Median Again,classical,11,0,0.21,22.91,19,15,Akhilesh Anandh,Cube (Intel G860),2013,0.1,50000,1536,343,2283,523,822,121,291,526
Rush hour,classical,0,0,0.53,47.32,0,0,Fidel Schaposnik,Cube (Intel G860),2014,1,50000,1536,110,355,168,79,3,18,83
Sabbir and Game,classical,5,0,0.42,36.22,9,9,sabbir,Cube (Intel G860),2017,0.5,50000,1536,149,497,180,284,20,8,5
Sabbir and gcd problem,classical,6,0,0.89,25.21,13,13,sabbir,Cube (Intel G860),2017,0.4,50000,1536,49,726,183,177,27,83,256
Sabbir and gifts,classical,9,0,0.7,28.41,15,11,sabbir,Cube (Intel G860),2017,0.2,50000,1536,73,352,100,91,20,34,107
