name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
Build the Tower,classical,1,0,0.16,40.7,34,34,Saransh Bansal,Cube (Intel G860),2012,0.323,50000,1536,472,1306,531,369,77,109,220
Building Beacons,classical,0,0,1,35.9,0,0,Ajay Somani,Cube (Intel G860),2008,2.158,50000,1536,39,117,42,55,14,3,3
Building Bridges,classical,12,0,0.08,24.7,11,15,Troika::Bytes,Cube (Intel G860),2010,0.193,50000,1536,936,4999,1235,2984,314,177,287
Building Bridges(HARD),classical,6,0,0.29,29.98,17,17,Aleksandar Abas,Cube (Intel G860),2013,0.14,50000,1536,238,974,292,331,37,121,193
Building Ports,classical,0,0,0.99,13.61,0,0,P != NP,Cube (Intel G860),2010,0.18,50000,1536,40,338,46,122,11,17,142
Building the Tower,classical,2,0,0.63,18.84,26,17,Nguyen Minh Hieu,Cube (Intel G860),2005,0.349,7777,1536,85,603,112,122,26,136,207
Buildings,classical,1,0,0.79,35.77,17,17,Varun Jalan,Cube (Intel G860),2010,0.635,50000,1536,60,369,132,116,23,32,65
Bulletin Board,classical,0,0,1.4,17.65,0,0,Nikola P Borisov,Cube (Intel G860),2008,1.505,50000,1536,16,119,21,65,12,18,3
Bullshit Bingo,classical,0,0,0.11,33.56,0,0,Adrian Kuegel,Cube (Intel G860),2005,5,50000,1536,686,2597,871,979,178,437,130
Bundling,classical,1,0,1.36,24.69,0,0,adrian,Cube (Intel G860),2004,1.053,50000,1536,18,81,20,27,11,19,4
Bunnies,classical,1,0,1.11,13.46,17,17,Paulo Costa,Cube (Intel G860),2012,0.639,50000,1536,31,327,44,189,17,43,34
Bureaucracy,classical,0,0,0.14,29.08,0,0,Fidel Schaposnik,Cube (Intel G860),2011,0.469,50000,1536,533,2634,766,780,149,255,679
Burrows Wheeler Precompression,classical,1,0,0.22,41.62,17,17,Prasanna,Cube (Intel G860),2007,0.148,50000,1536,326,940,394,127,76,93,249
Bus,classical,0,0,0.39,20.87,0,0,Michał Czuczman,Cube (Intel G860),2004,7,50000,1536,162,1246,260,519,80,181,204
Buttons,classical,0,0,1.01,31.94,0,0,Paulo Costa,Cube (Intel G860),2012,0.152,50000,1536,38,144,46,52,5,7,34
Buy Your House,classical,0,0,1.54,41.94,0,0,Mir Wasi Ahmed,Cube (Intel G860),2009,4.96,50000,1536,11,31,13,17,0,0,1
Buying Apples!,classical,45,11,0.04,36.08,11,13,Kashyap Krishnakumar,Cube (Intel G860),2012,0.148,50000,1536,2062,6823,2462,2968,572,355,452
Buying Integers,classical,3,0,0.68,38.97,6,6,Faiyaz,Cube (Intel G860),2013,1.277,50000,1536,76,390,152,144,25,13,56
Buzz Trouble,classical,0,0,0.35,39.79,0,0,Piyush Kumar,Cube (Intel G860),2012,0.181,50000,1536,188,656,261,164,45,24,162
Buzzwords,classical,0,0,0.84,38.25,0,0,Andres Tellez,Cube (Intel G860),2011,0.153,50000,1536,54,183,70,35,16,29,33
Bye Bye Cakes,classical,16,7,0.02,37.77,8,6,Pablo Ariel Heiber,Cube (Intel G860),2010,0.483,50000,1536,3220,9901,3740,5053,500,338,261
Byteantean towns,classical,0,0,0.87,24.14,0,0,Race with time,Cube (Intel G860),2009,1.539,50000,1536,51,319,77,159,22,6,54
Bytelandian Blingors Network,classical,30,2,0.03,35.07,15,9,kuszi,Cube (Intel G860),2004,4,50000,1536,2252,9806,3439,2579,704,1846,1232
Bytelandian gold coins,classical,275,3,0.01,27.62,12,12,Tomek Czajka,Cube (Intel G860),2005,9,50000,1536,13983,67918,18761,20829,6469,12097,9716
Bytelandian Information Agency,classical,0,0,0.24,17.27,0,0,Adam Dzedzej,Cube (Intel G860),2004,7,50000,1536,291,2836,489,1348,162,422,414
Bytelandian Tours,classical,0,0,1.54,27.27,0,0,Varun Jalan,Cube (Intel G860),2011,0.358,50000,1536,11,66,18,45,1,0,2
C - Karaoke,classical,0,0,1.74,21.43,0,0,Alvaro Javier Medina Balboa,Cube (Intel G860),2010,1.157,50000,1536,5,42,9,23,7,2,1
C You and Me,classical,2,0,0.93,54.33,17,17,Olson Ortiz,Cube (Intel G860),2012,0.13,50000,1536,45,127,69,28,9,8,13
Cable TV Network,classical,0,0,0.21,38.64,0,0,Thanh-Vy Hua,Cube (Intel G860),2005,5,50000,1536,333,1292,499,464,75,143,109
Cactus,classical,1,0,0.9,25.25,0,0,hossamyosef,Cube (Intel G860),2013,3,50000,1536,48,201,51,100,12,36,2
Cake,classical,0,0,0.78,21,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,1.5,50000,1536,61,414,88,131,15,25,155
Calculate The Cost,classical,3,0,0.27,21.73,28,6,Ajay Somani,Cube (Intel G860),2008,0.915,50000,1536,250,1818,395,414,92,383,533
Calculator,classical,0,0,1.31,19.85,0,0,Spooky,Cube (Intel G860),2010,0.419,50000,1536,20,127,26,42,21,22,16
Calendar of the Maya,classical,3,0,0.51,46.52,26,17,adrian,Cube (Intel G860),2004,3,50000,1536,117,316,147,105,35,13,16
California Jones and the Gate to Freedom,classical,0,0,1.29,58.97,0,0,abdelkarim,Cube (Intel G860),2013,0.458,50000,1536,21,39,23,6,3,7,0
Calls,classical,0,0,0.51,28.41,0,0,Roman Sol,Cube (Intel G860),2005,3,10000,1536,117,608,172,170,42,21,203
Camelot,classical,0,0,0.98,44.68,0,0,Pablo Ariel Heiber,Cube (Intel G860),2010,0.319,50000,1536,41,94,42,32,0,3,17
Camels,classical,0,0,0.75,41.55,0,0,Phan Công Minh,Cube (Intel G860),2010,0.699,50000,1536,66,207,86,26,8,31,55
Can you answer these queries I,classical,213,2,0.01,19.22,24,25,Nguyen Dinh Tu,Cube (Intel G860),2006,0.115,5000,1536,5839,52448,10080,20173,3291,6593,12244
Can you answer these queries II,classical,7,1,0.11,26.09,32,34,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,711,5986,1562,3451,424,214,323
Can you answer these queries III,classical,87,2,0.02,53.49,23,22,Bin Jin,Cube (Intel G860),2007,0.33,5000,1536,4471,11670,6242,2696,722,845,1160
Can you answer these queries IV,classical,27,3,0.08,18.46,24,20,Fudan University Problem Setters,Cube (Intel G860),2008,0.5,50000,1536,995,9722,1795,2663,466,1173,3622
Can you answer these queries V,classical,16,0,0.07,30.97,20,26,Frank Rafael Arteaga,Cube (Intel G860),2008,0.132,50000,1536,1153,5783,1791,3091,245,408,246
Can you answer these queries VI,classical,8,1,0.13,23.39,35,32,Alfonso2 Peterssen,Cube (Intel G860),2009,0.298,50000,1536,583,6246,1461,1618,320,578,2249
Can you answer these queries VII,classical,2,0,0.21,25.84,38,28,刘启鹏,Cube (Intel G860),2010,0.2,50000,1536,347,2829,731,1188,149,166,595
Can you answer these queries VIII,classical,2,0,1.4,54.05,34,34,Evgeny Savinov,Cube (Intel G860),2014,1.5,50000,1536,16,109,59,14,1,11,24
Can you draw it or not?,classical,6,1,0.88,40.49,3,6,mombassa,Cube (Intel G860),2016,1,50000,1536,50,163,66,74,8,10,5
Can You Make It Empty 2,classical,10,0,0.08,33.82,10,11,Md Abdul Alim,Cube (Intel G860),2014,1,50000,1536,910,3391,1147,1247,180,286,518
Can You Make It Empty 3,classical,4,0,0.72,35.68,11,17,Md Abdul Alim,Cube (Intel G860),2014,1,50000,1536,70,384,137,151,23,23,50
Can you play carrom !!!,classical,4,2,0.33,21.8,15,12,hemel,Cube (Intel G860),2013,0.111,50000,1536,199,1069,233,639,50,38,108
Candies,classical,7,4,0.11,44.38,6,8,imranziad,Cube (Intel G860),2015,0.5,50000,1536,675,1620,719,837,42,8,10
Candies and Milestones,classical,0,1,0.16,21.4,1,1,Anil Kishore,Cube (Intel G860),2011,0.25,50000,1536,453,2692,576,1716,156,82,162
Candy,classical,18,0,0.07,45.81,6,19,Diego Satoba,Cube (Intel G860),2008,0.344,50000,1536,1047,3045,1395,384,279,419,566
CANDY,classical,4,0,0.06,38.76,8,6,Tmbao,Cube (Intel G860),2011,0.1,50000,1536,1243,4012,1555,1472,268,100,614
Candy (Again),classical,2,1,0.39,15.25,34,34,JaceTheMindSculptor,Cube (Intel G860),2009,0.133,50000,1536,162,2439,372,934,114,284,731
Candy Distribution,classical,14,2,0.03,35.45,3,6,Paulo Costa,Cube (Intel G860),2012,0.301,50000,1536,3003,10145,3596,2756,766,848,2165
Candy I,classical,56,4,0,44.36,3,4,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,16744,43548,19316,13136,3467,3872,3718
Candy II,classical,2,0,0.13,45.31,17,17,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,561,1501,680,449,109,91,172
Candy III,classical,56,32,0.01,24.12,8,4,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,12957,63179,15239,34784,4091,7060,1968
Candy IV,classical,0,0,1.31,46.67,50,34,Fudan University Problem Setters,Cube (Intel G860),2008,2,50000,1536,20,60,28,17,0,5,10
Cantor,classical,2,0,0.75,51.15,17,17,Fidel Schaposnik,Cube (Intel G860),2012,1,50000,1536,66,174,89,55,9,7,12
Caper Pizza,classical,0,0,1.29,29.11,0,0,David García Soriano,Cube (Intel G860),2011,0.769,50000,1536,21,79,23,35,7,1,13
Capital City,classical,27,2,0.09,37.13,20,24,Narek Saribekyan,Cube (Intel G860),2010,0.21,50000,1536,893,3859,1433,1113,231,266,807
Caprica Cities,classical,1,0,0.44,36.17,26,17,Paulo Costa,Cube (Intel G860),2012,0.202,50000,1536,141,480,173,174,16,31,85
Captain Claw,classical,3,2,0.9,26.98,14,13,sarfaraz,Cube (Intel G860),2016,0.1,50000,1536,48,378,102,87,16,34,137
Captain Qs Treasure,classical,0,0,1.67,53.85,0,0,Race with time,Cube (Intel G860),2012,1.743,50000,1536,7,12,6,2,0,0,4
Car Game,classical,0,0,1.54,32.2,0,0,Gabriel Menacho,Cube (Intel G860),2014,5,50000,1536,11,59,19,10,2,7,21
Car Plates Competition,classical,0,0,0.31,41.91,0,0,Camilo Andrés Varela León,Cube (Intel G860),2007,0.727,50000,1536,217,661,277,312,38,24,10
Car with powers,classical,7,0,0.33,32.11,23,23,cegprakash,Cube (Intel G860),2014,2,50000,1536,205,953,306,425,46,47,127
Card Game,classical,1,0,0.27,23.65,17,17,abdelkarim,Cube (Intel G860),2013,0.245,5000,1536,253,1886,446,487,121,402,429
Card Game,classical,9,2,0.32,52.91,9,13,Piyush Kumar,Cube (Intel G860),2016,0.1,50000,1536,211,550,291,165,14,22,56
Card Meets (medium),classical,5,0,1.1,29.01,21,17,Francky,Cube (Intel G860),2013,0.3,50000,1536,32,262,76,114,11,26,35
Card Shuffling,classical,0,0,1.08,24.91,0,0,Varun Jalan,Cube (Intel G860),2011,0.445,50000,1536,33,269,67,38,14,34,116
Card Sorting,classical,4,1,0.18,43.46,21,34,~!(*(@*!@^&,Cube (Intel G860),2009,0.164,50000,1536,396,1307,568,480,67,109,83
Card Trick,classical,20,0,0.06,48.4,19,22,Camilo Andrés Varela León,Cube (Intel G860),2006,3.279,50000,1536,1400,4523,2189,530,297,363,1138
Cards,classical,47,8,0.01,35.74,4,4,Paulo Costa,Cube (Intel G860),2012,0.449,50000,1536,7262,22784,8144,9759,1316,579,2962
Cards shuffing,classical,0,0,0.57,28.12,17,17,AnhDQ,Cube (Intel G860),2009,0.1,50000,1536,100,544,153,82,23,71,215
Cardsharper,classical,0,0,1.86,2.56,42,42,gawry,Cube (Intel G860),2007,0.2,50000,1536,2,78,2,41,9,10,16
Carina,classical,0,0,1.74,11.11,0,0,PetarV,Cube (Intel G860),2015,0.5,50000,1536,5,54,6,31,4,2,11
Cartman and Butters Game,classical,0,0,1.51,30.36,0,0,Ankit Kumar Vats ,Cube (Intel G860),2014,1,50000,1536,12,56,17,31,0,2,6
Castle Wall,classical,0,0,1.33,16.32,0,0,Bin Jin,Cube (Intel G860),2008,0.34,50000,1536,19,190,31,100,8,12,39
Cat and Mouse I,classical,0,0,0.89,13.69,0,0,Vincenzo Bonifaci,Cube (Intel G860),2015,1,50000,1536,49,409,56,294,14,28,16
Catapult that ball,classical,3,0,0.11,29.33,9,17,Krzysztof Lewko,Cube (Intel G860),2011,0.156,50000,1536,657,3287,964,1196,174,454,498
Catch Fish,classical,9,0,0.18,32.29,20,24,~!(*(@*!@^&,Cube (Intel G860),2009,0.121,50000,1536,399,1601,517,714,102,116,152
Catch Sheep,classical,2,0,1.11,25.13,34,34,刘启鹏,Cube (Intel G860),2010,0.1,50000,1536,31,194,49,54,7,6,77
Cats Invitation,classical,5,0,0.99,24.22,17,14,Anick,Cube (Intel G860),2016,0.4,50000,1536,40,223,54,103,6,25,35
Cattle Bruisers,classical,0,0,0.68,26.45,0,0,Mir Wasi Ahmed,Cube (Intel G860),2009,0.158,50000,1536,76,396,104,217,22,29,23
Cave,classical,0,0,1.63,21.57,0,0,acheron,Cube (Intel G860),2013,2,50000,1536,8,51,11,9,4,5,22
Cave Crisis,classical,0,0,1.67,57.14,0,0,Race with time,Cube (Intel G860),2010,0.963,50000,1536,7,14,8,5,0,0,1
Cave Exploration,classical,0,0,1.04,16.48,0,0,Thanh-Vy Hua,Cube (Intel G860),2004,3,50000,1536,36,273,45,87,20,39,82
Cavli,classical,1,0,0.99,46.98,17,17,Race with time,Cube (Intel G860),2008,0.623,50000,1536,40,149,70,46,18,2,13
Ceiling Function,classical,3,0,0.91,57.29,9,12,Fudan University Problem Setters,Cube (Intel G860),2016,1,50000,1536,47,96,55,20,10,10,1
Cell Phone,classical,0,0,0.5,31.5,0,0,Rafal,Cube (Intel G860),2007,3.196,50000,1536,120,633,199,195,44,50,140
Cells,classical,1,0,0.78,46.24,1,1,Mohammad Kotb,Cube (Intel G860),2010,1.002,50000,1536,62,172,79,35,14,23,20
Center of Mass ,classical,1,0,0.51,25.55,17,1,Shafaet,Cube (Intel G860),2013,1,50000,1536,117,544,139,363,19,11,11
Cestarine,classical,0,0,0.9,38.89,0,0,Neal Wu,Cube (Intel G860),2008,0.121,50000,1536,48,180,70,80,14,10,6
Chairs,classical,2,0,0.16,37.3,17,17,Lawl,Cube (Intel G860),2011,0.178,50000,1536,462,1708,637,727,115,133,95
Challenge Accepted,classical,1,0,1.51,30.67,17,17,dce coders,Cube (Intel G860),2013,3,50000,1536,12,75,23,21,2,13,16
Change,classical,0,0,1.38,30.59,0,0,abdelkarim,Cube (Intel G860),2013,2.929,50000,1536,17,85,26,16,14,10,19
Changing Maze,classical,6,3,0.15,30.25,24,11,Daniel Gómez Didier,Cube (Intel G860),2008,1,50000,1536,495,1937,586,958,85,197,110
Changu Mangu in a Football Team,classical,2,0,1.25,35.92,1,34,Piyush Kumar,Cube (Intel G860),2016,0.1,50000,1536,23,103,37,61,4,1,0
Changu with subsequences,classical,4,0,1.4,25,17,26,Piyush Kumar,Cube (Intel G860),2016,0.1,50000,1536,16,76,19,47,5,3,2
Changus Final Battle,classical,7,1,0.44,67.05,5,14,Piyush Kumar,Cube (Intel G860),2016,1,50000,1536,140,346,232,94,7,1,12
Chaos In Arkham,classical,0,0,1.1,22.35,0,0,smit hinsu,Cube (Intel G860),2013,1,50000,1536,32,179,40,126,7,1,5
Chaos Strings,classical,4,1,0.18,27.85,17,17,~!(*(@*!@^&,Cube (Intel G860),2009,0.152,50000,1536,413,2463,686,533,135,111,997
Charlesbert and Merangelou,classical,0,0,0.74,47.4,0,0,John Rizzo,Cube (Intel G860),2008,0.259,50000,1536,67,173,82,59,6,8,18
Charlie and the Chocolate Factory,classical,0,0,1.08,13.64,0,0,Adrian Satja Kurdija,Cube (Intel G860),2011,0.256,50000,1536,33,308,42,156,15,9,86
Charlie and the Chocolate Factory,classical,0,0,1.86,12.5,0,0,Faiyaz,Cube (Intel G860),2013,10,50000,1536,2,24,3,10,0,1,10
Charly And Nito,classical,4,0,0.27,38.12,17,1,Pablo Ariel Heiber,Cube (Intel G860),2010,3.146,50000,1536,255,1198,456,307,71,151,201
Charu and Coin Distribution,classical,2,0,0.33,36.45,1,17,TouristGuide,Cube (Intel G860),2013,1,50000,1536,199,631,230,225,45,71,57
Chase,classical,1,0,0.34,27.37,1,34,Michał Czuczman,Cube (Intel G860),2004,5,50000,1536,195,1055,288,489,80,116,82
Cheating a Boolean Tree,classical,0,0,0.78,41.48,0,0,Shafaet,Cube (Intel G860),2013,1,50000,1536,62,176,73,78,15,7,2
Cheating on the contest,classical,0,0,1.31,5.86,0,0,Paulo Costa,Cube (Intel G860),2012,0.995,50000,1536,20,529,31,248,17,123,110
Cheating or Not,classical,0,0,1.57,17.39,0,0,Adrian Kuegel,Cube (Intel G860),2010,0.2,50000,1536,10,69,12,31,5,5,16
Check,classical,0,0,0.53,39.06,0,0,Sharaf,Cube (Intel G860),2013,0.241,50000,1536,109,297,116,136,16,28,0
Check 1324,classical,1,0,0.73,19.92,1,1,Subrahmanyam Velaga,Cube (Intel G860),2010,0.564,50000,1536,69,482,96,170,25,22,166
Check Ramsey,classical,0,0,1.78,50,9,9,Robert Gerbicz,Cube (Intel G860),2010,2.402,50000,1536,4,8,4,1,3,0,0
Check the coprimeness,classical,17,4,0.03,50.15,3,5,praveen123,Cube (Intel G860),2013,0.186,50000,1536,2519,5689,2853,1706,212,154,757
Check the string Powers,classical,2,0,0.17,29.5,17,17,praveen123,Cube (Intel G860),2013,1,50000,1536,439,1712,505,768,72,212,145
Checkers,classical,0,0,1.07,48.08,0,0,Surya Kiran,Cube (Intel G860),2014,0.589,50000,1536,34,104,50,32,7,2,11
Checking cubes.,classical,7,3,0.41,57.14,9,8,BOKAM VINAY KUMAR,Cube (Intel G860),2015,1,50000,1536,156,371,212,127,12,6,14
Cheese-rolling World Cup,classical,0,0,0.91,36.71,0,0,Paulo Costa,Cube (Intel G860),2012,3.781,50000,1536,47,157,57,58,9,5,26
Chemistry,classical,0,0,0.73,13.98,0,0,Christian Kauth,Cube (Intel G860),2010,7.058,50000,1536,68,744,104,382,52,118,88
Chess Board of Avengers,classical,0,0,1.21,65,0,0,BLANKRK,Cube (Intel G860),2013,1,50000,1536,25,80,52,20,0,5,3
Chess part1,classical,0,0,0.67,24.63,0,0,Kawmia Institutes,Cube (Intel G860),2010,0.268,50000,1536,79,479,118,242,30,19,70
Chessboard Billiard,classical,0,0,0.98,30.39,0,0,Bidhan,Cube (Intel G860),2011,0.14,50000,1536,41,204,62,66,9,37,30
Chicken Joggers,classical,0,0,1.67,47.62,0,0,Gabriel Menacho,Cube (Intel G860),2014,2,50000,1536,7,21,10,10,1,0,0
ChickenLove,classical,5,1,0.46,18.64,14,21,Mohan K,Cube (Intel G860),2015,1,50000,1536,134,939,175,434,53,63,205
Chicks,classical,6,0,0.73,39.01,17,15,cegprakash,Cube (Intel G860),2015,5,50000,1536,68,323,126,148,20,1,28
Chinese game,classical,0,0,1.43,21.48,0,0,Hector Navarro,Cube (Intel G860),2013,1,50000,1536,15,149,32,81,9,5,19
Chipmunks with Brain,classical,2,0,0.78,38.05,1,9,P_Quantum,Cube (Intel G860),2014,0.17,50000,1536,62,226,86,126,3,5,5
Chocolate,classical,36,1,0.03,47.81,8,15,Thanh-Vy Hua,Cube (Intel G860),2004,3,50000,1536,2723,6834,3267,2284,402,515,359
Chocolate,classical,0,0,0.48,20.45,0,0,Duc,Cube (Intel G860),2010,0.68,50000,1536,124,1120,229,434,148,134,171
Chocolate distribution,classical,0,0,0.53,24.41,0,0,Raziman T V,Cube (Intel G860),2011,0.477,50000,1536,110,590,144,128,30,52,232
Chocolate Distribution,classical,1,0,1.01,23.96,17,17,Gowri Sundaram,Cube (Intel G860),2012,0.123,50000,1536,38,192,46,78,5,14,48
Chomp,classical,0,0,0.56,48.59,0,0,Roman Sol,Cube (Intel G860),2008,1.753,10000,1536,102,248,121,63,14,4,46
Choosing a Palindromic Sequence,classical,0,0,0.61,33.42,0,0,adrian,Cube (Intel G860),2004,1.272,50000,1536,91,407,136,145,37,35,54
Choosing Gloves,classical,0,0,0.82,23.34,0,0,Race with time,Cube (Intel G860),2008,0.1,50000,1536,56,287,67,156,8,10,45
Chop Ahoy! Revisited!,classical,29,1,0.04,50.72,9,12,~!(*(@*!@^&,Cube (Intel G860),2009,1,50000,1536,2217,5250,2663,1863,261,245,212
Christmas is coming,classical,1,0,1.36,11.17,50,34,Kata,Cube (Intel G860),2014,1,50000,1536,18,179,20,48,35,24,52
Christmas Play,classical,39,4,0.01,47.54,6,4,Varun Jalan,Cube (Intel G860),2010,0.635,50000,1536,5491,14080,6694,3496,1186,1279,1418
Cijevi,classical,1,0,0.31,38.24,17,17,Race with time,Cube (Intel G860),2009,0.213,50000,1536,219,680,260,311,44,43,21
Cinema Conundrum,classical,6,0,0.65,34.75,6,9,imranziad,Cube (Intel G860),2015,0.8,50000,1536,82,282,98,135,3,14,32
Cipher,classical,0,0,0.64,19.54,0,0,Andres Tellez,Cube (Intel G860),2011,0.681,50000,1536,84,614,120,145,43,116,184
Circle vs Triangle,classical,1,0,0.88,20.33,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,3,50000,1536,50,550,112,330,22,9,77
Circleland,classical,2,0,0.12,31.04,9,17,mohamedwahba,Cube (Intel G860),2011,2.441,50000,1536,648,2732,848,1325,167,144,238
Circles,classical,0,0,0.87,18.57,0,0,Minilek,Cube (Intel G860),2007,7.929,50000,1536,51,447,83,238,21,52,53
Circles On A Screen,classical,0,0,0.71,28.38,0,0,Fidel Schaposnik,Cube (Intel G860),2011,0.391,50000,1536,72,377,107,84,25,83,78
Circuits,classical,0,0,1.48,6.42,0,0,Pablo Ariel Heiber,Cube (Intel G860),2011,0.17,50000,1536,13,265,17,217,8,10,13
Circular game,classical,0,0,1.23,18.79,0,0,Race with time,Cube (Intel G860),2009,0.323,50000,1536,24,149,28,101,7,6,7
Circular Track,classical,20,1,0.03,38.34,6,11,Nikunj Jain,Cube (Intel G860),2011,0.543,50000,1536,2606,7467,2863,3397,872,161,168
CIRU2,classical,0,0,0.46,43.97,0,0,aekdycoin,Cube (Intel G860),2011,0.158,80000,1536,134,837,368,389,33,26,21
City Game,classical,6,1,0.08,38.8,17,26,Thanh-Vy Hua,Cube (Intel G860),2005,3,50000,1536,985,3428,1330,1262,178,259,391
Civil Engineering,classical,0,0,0.29,53.5,0,0,Jonas Wagner,Cube (Intel G860),2010,0.202,50000,1536,236,486,260,167,37,5,16
Class Leader,classical,2,1,1.45,16.76,34,34,Lucas,Cube (Intel G860),2017,0.699,50000,1536,14,173,29,48,12,19,65
Classification from Erdős and Selfridge,classical,0,0,1.48,9.5,0,0,Robert Gerbicz,Cube (Intel G860),2012,26.83,50000,1536,13,221,21,54,20,11,114
Cleaning Robot,classical,17,1,0.08,40.93,26,19,Camilo Andrés Varela León,Cube (Intel G860),2007,0.609,50000,1536,946,3428,1403,1145,248,210,417
Cliques,classical,0,0,0.82,26.94,0,0,Varun Jalan,Cube (Intel G860),2011,0.299,50000,1536,56,219,59,90,10,16,43
Clock Breaking,classical,0,0,1.63,61.54,0,0,Fudan University Problem Setters,Cube (Intel G860),2016,4,50000,1536,8,13,8,4,1,0,0
Clock Hands,classical,2,0,0.2,21.81,34,26,Nikunj Jain,Cube (Intel G860),2011,0.239,50000,1536,354,1894,413,1201,87,155,37
Clones,classical,4,0,0.14,44.25,3,5,Abhinav92003,Cube (Intel G860),2013,2,50000,1536,532,1695,750,814,40,64,25
Closest distance,classical,0,0,0.43,12.58,17,17,Kaiel,Cube (Intel G860),2008,0.1,50000,1536,145,1510,190,529,78,71,639
Closest Number,classical,0,0,0.37,31.41,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.377,50000,1536,175,640,201,372,22,25,19
Closest Point Pair,classical,10,0,0.1,20.38,19,19,SALVO,Cube (Intel G860),2011,0.169,50000,1536,762,7155,1458,3774,543,481,889
Closest Triplet,classical,1,0,0.45,36.02,17,17,Pablo Ariel Heiber,Cube (Intel G860),2010,37.47,50000,1536,135,794,286,254,74,96,80
Cloud Computing,classical,0,0,1.13,33.33,0,0,Fernando Fonseca [ITA],Cube (Intel G860),2012,0.189,50000,1536,30,120,40,29,7,8,36
CN Tower (Easy),classical,3,0,0.07,30.23,6,9,Bobby Xiao,Cube (Intel G860),2007,0.395,50000,1536,1051,4088,1236,2336,318,116,81
CN Tower (Hard),classical,0,0,1.27,12.87,0,0,Bobby Xiao,Cube (Intel G860),2007,0.621,50000,1536,22,202,26,131,14,15,16
Co-Prime,classical,1,0,0.47,25,1,17,:-P,Cube (Intel G860),2012,0.293,50000,1536,128,624,156,281,18,56,113
Cobbled streets,classical,51,1,0.02,49.96,16,15,Simon,Cube (Intel G860),2005,15,32211,1536,3392,9899,4946,2634,769,1190,356
Cocircular Points,classical,0,0,0.88,16.67,0,0,~!(*(@*!@^&,Cube (Intel G860),2010,0.176,50000,1536,50,450,75,124,11,38,202
Coconuts,classical,6,0,0.15,32.14,20,27,Bin Jin,Cube (Intel G860),2007,0.1,5000,1536,490,2990,961,605,212,187,1022
Code,classical,0,0,0.37,24.95,0,0,Wanderley Guimarăes,Cube (Intel G860),2007,0.2,50000,1536,178,922,230,170,192,221,109
Coder Express 3!!,classical,15,1,0.11,48.47,12,10,Rajesh Kumar,Cube (Intel G860),2013,0.216,50000,1536,663,1568,760,566,65,38,139
CODER FIRST PROBLEM,classical,22,3,0.12,69.4,4,9,verdu sanjay,Cube (Intel G860),2016,1,50000,1536,614,974,676,203,39,25,25
Coder Ratings,classical,7,0,0.09,33.11,19,21,Brian Bi,Cube (Intel G860),2009,0.176,50000,1536,851,3534,1170,1738,121,163,333
Coding,classical,0,0,0.63,36.36,0,0,Paulo Costa,Cube (Intel G860),2012,0.15,50000,1536,86,329,119,167,13,13,17
Coeficientes,classical,1,0,0.07,49.96,12,10,Coach UTN FRSF,Cube (Intel G860),2010,0.333,50000,1536,1179,2636,1317,536,184,366,231
Coin Collecting,classical,0,0,1.33,26.74,0,0,David García Soriano,Cube (Intel G860),2011,34.61,50000,1536,19,84,23,26,5,17,13
Coin Fight,classical,2,0,1.4,25.29,9,17,cegprakash,Cube (Intel G860),2016,3,50000,1536,16,87,22,51,2,3,9
Coin Tosses,classical,2,0,0.24,32.07,1,17,Varun Jalan,Cube (Intel G860),2012,0.678,50000,1536,292,1369,439,685,122,80,41
Coincidence,classical,2,0,1.14,23.97,1,34,Andy,Cube (Intel G860),2016,5,50000,1536,29,146,35,95,8,7,1
Coing tossing ,classical,1,0,0.45,60.15,17,34,Mahesh Chandra Sharma,Cube (Intel G860),2011,0.25,50000,1536,137,261,157,86,8,7,2
Coins Game,classical,44,1,0.02,45.18,9,14,~!(*(@*!@^&,Cube (Intel G860),2009,0.216,50000,1536,3572,10058,4544,3335,529,928,690
Coke madness,classical,23,5,0.03,33.73,3,8,david_8k,Cube (Intel G860),2012,0.18,50000,1536,2941,10398,3507,5546,636,347,355
Collatz,classical,2,0,0.18,48.93,1,9,Noszi,Cube (Intel G860),2005,1.983,18000,1536,393,1308,640,99,170,232,166
Collect Diamonds,classical,1,0,1.54,25.86,26,26,XeRoN!X,Cube (Intel G860),2010,1,50000,1536,11,58,15,29,5,5,4
Collecting Candies,classical,1,0,0.9,31.44,17,34,jonathanirvings,Cube (Intel G860),2014,2,50000,1536,48,194,61,90,13,14,16
Collecting Mango,classical,13,0,0.3,22.44,22,22,Anick,Cube (Intel G860),2016,0.5,50000,1536,230,1573,353,310,106,140,664
Collision Issue,classical,0,0,0.8,33.19,17,1,Venezuelan Programming League,Cube (Intel G860),2012,0.184,50000,1536,59,235,78,150,6,0,1
Collision on Christmas Eve,classical,1,0,1.01,25.77,0,0,Venezuelan Programming League,Cube (Intel G860),2012,1,50000,1536,38,194,50,48,3,13,80
