name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
RETO 1 MARATÓN 11 (Calentamiento),2,0,0,0,0,0,0,MARATON AFDM,Cube (Intel G860),2015,1,50000,1536,0,3,0,3,0,0,0
RETO 4 MARATON 10,2,0,0,0,0,0,0,MARATON AFDM,Cube (Intel G860),2015,1,50000,1536,0,0,0,0,0,0,0
RETO 6 DOC,2,0,0,0,100,0,0,MARATON AFDM,Cube (Intel G860),2015,1,50000,1536,2,2,2,0,0,0,0
RETO 6 MARATON 11,2,0,0,0,0,0,0,MARATON AFDM,Cube (Intel G860),2015,1,50000,1536,0,9,0,9,0,0,0
RETO DOC 7,2,0,0,0,100,0,0,MARATON AFDM,Cube (Intel G860),2015,1,50000,1536,2,2,2,0,0,0,0
RETO MCM,2,2,1,0,75.76,1,1,MARATON AFDM,Cube (Intel G860),2015,1,50000,1536,46,66,50,8,8,0,0
RETO SALARIOS,2,0,0,0,62.96,0,0,MARATON AFDM,Cube (Intel G860),2015,1,50000,1536,16,27,17,6,3,1,0
Retrovirus,1,5,0,0.78,34.78,17,12,PetarV,Cube (Intel G860),2015,0.5,50000,1536,61,230,80,52,4,20,74
Return of the Digger,1,1,0,1.7,20.69,0,0,SourSpinach,Cube (Intel G860),2013,2,50000,1536,6,29,6,15,0,7,1
Return SIGSEGV,2,1,0,0,39.97,1,1,Piotr Kąkol,Cube (Intel G860),2010,0.2,10000,1536,1171,7115,2844,2655,1616,0,0
Revenge of Arjuna,1,0,0,1.82,40,0,0,gohan,Cube (Intel G860),2016,1,50000,1536,3,10,4,2,0,0,4
Revenge of Fibonacci,1,0,0,0.75,29.36,0,0,Fudan University Problem Setters,Cube (Intel G860),2011,5,50000,1536,66,469,137,137,28,71,95
Revenge of the squares,1,1,0,0.7,35.35,17,17,HWK,Cube (Intel G860),2011,1.096,50000,1536,74,297,105,112,20,17,43
Revenge of the squares (variation),1,1,0,0.16,48.82,17,17,HWK,Cube (Intel G860),2011,0.857,300,1536,464,1274,622,231,148,37,234
Revenge of Voronoi,1,0,0,1.54,23.44,0,0,Bin Jin,Cube (Intel G860),2008,0.1,50000,1536,11,64,15,30,3,7,9
Reverse,2,1,0,0,48.31,1,1,Mohamed Ali,Cube (Intel G860),2013,0.218,50000,1536,333,888,429,284,116,15,44
Reverse And Add,2,0,0,0,33.33,0,0,Rajesh Kumar,Cube (Intel G860),2012,0.1,50000,1536,50,159,53,66,27,5,8
Reverse Engineering,1,0,0,0.58,50,17,28,Samir Ahmed,Cube (Intel G860),2012,0.195,30000,1536,98,312,156,84,14,4,54
Reverse Fox Hunt,1,1,0,0.73,45.03,17,1,SourSpinach,Cube (Intel G860),2013,1,50000,1536,69,191,87,87,7,3,7
Reverse number,2,0,0,0,54.41,0,0,mohamed gamal,Cube (Intel G860),2012,2,50000,1536,216,476,259,73,117,14,13
Reverse Precedence,2,0,0,0,83.33,0,0,BYU Admin,Cube (Intel G860),2014,1,50000,1536,3,6,5,1,0,0,0
Reverse text,2,0,0,0,35.71,0,0,Maciej Boniecki,Cube (Intel G860),2010,0.215,100,1536,260,1540,550,282,0,557,150
Reverse the Sequence,1,1,0,0.73,43.95,34,50,Adrian Satja Kurdija,Cube (Intel G860),2011,1,50000,1536,68,157,69,83,4,1,0
Reverse Words,2,0,0,0,32.08,0,0,Shafaet,Cube (Intel G860),2013,1,50000,1536,114,664,213,290,89,64,8
Reward for the hard work,2,0,0,0,52.47,0,0,Siddharth Kothari,Cube (Intel G860),2010,1,50000,1536,71,162,85,51,13,9,4
Rhombs,1,0,0,0.74,45.36,0,0,adrian,Cube (Intel G860),2004,7,50000,1536,67,194,88,46,26,7,27
Ricochet Robots,2,0,0,0,77.78,0,0,Miguel Oliveira,Cube (Intel G860),2014,1,50000,1536,6,9,7,1,1,0,0
Riddle Riddle,2,0,0,0,43.27,0,0,hanstan,Cube (Intel G860),2016,1,50000,1536,63,171,74,87,10,0,0
Riding in cycles,1,0,0,1.16,16.05,0,0,Luka Kalinovcic,Cube (Intel G860),2009,0.1,50000,1536,28,349,56,190,13,43,46
Right Triangle,2,0,0,0,26.23,0,0,[UNI]Jonathans,Cube (Intel G860),2013,0.1,50000,1536,40,183,48,56,8,9,62
Right Triangle Counting ,1,2,0,0.41,17,26,17,~!(*(@*!@^&,Cube (Intel G860),2009,0.162,50000,1536,155,1388,236,595,61,74,413
Rivals,1,6,0,0.24,37.78,17,30,eagle93,Cube (Intel G860),2014,1,50000,1536,287,1281,484,158,52,211,372
RK Sorting,1,5,0,0.15,49.21,20,9,BLANKRK,Cube (Intel G860),2014,1,50000,1536,497,1079,531,369,65,84,28
Rnumber,2,0,0,0,21.74,0,0,.:: Pratik ::.,Cube (Intel G860),2010,0.168,50000,1536,5,23,5,13,2,1,2
Road Map,1,0,1,0.82,55.77,50,50,abhiranjan,Cube (Intel G860),2010,0.246,50000,1536,57,156,87,22,15,10,22
Road net,1,5,0,0.04,49.77,5,4,Michał Czuczman,Cube (Intel G860),2004,5,50000,1536,2008,5112,2544,1283,351,507,425
Road Network,1,0,0,0.35,23.38,0,0,Mostafa Saad,Cube (Intel G860),2011,2.426,50000,1536,188,1249,292,386,70,158,343
Road Times,1,0,0,1.86,20,0,0,Fudan University Problem Setters,Cube (Intel G860),2016,90,50000,1536,2,10,2,1,0,3,4
Road trip,1,0,0,0.81,38.83,0,0,Raziman T V,Cube (Intel G860),2011,0.773,50000,1536,58,206,80,101,8,9,8
Roads,1,20,1,0.07,25,12,18,Duc,Cube (Intel G860),2005,7,50000,1536,1048,6144,1536,2271,285,1151,894
Roads in Berland,1,0,0,0.53,34.4,0,0,Phan Công Minh,Cube (Intel G860),2010,0.126,50000,1536,110,595,204,248,32,7,104
Roads of NITT,1,11,1,0.41,32.85,26,24,Aditya Muraletharan,Cube (Intel G860),2013,0.143,50000,1536,153,624,205,194,20,77,128
Roads Repair,1,1,0,0.44,33.97,17,34,~!(*(@*!@^&,Cube (Intel G860),2009,0.1,50000,1536,142,577,196,171,22,20,168
Rob Mini-Safe,1,0,0,0.54,40.2,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.222,50000,1536,106,403,162,154,24,14,48
Robber vs Miser,2,0,0,0,54.72,0,0,Raihat Zaman Neloy,Cube (Intel G860),2016,0.5,50000,1536,55,105,57,45,3,0,0
Robbery,2,0,0,0,61.45,0,0,Spooky,Cube (Intel G860),2009,0.123,50000,1536,270,677,416,127,25,33,75
Robbery 2,1,4,0,0.1,32.51,21,13,Spooky,Cube (Intel G860),2010,0.234,50000,1536,760,3242,1054,831,168,240,948
Robbing Gringotts,1,0,0,0.86,11.21,0,0,Varun Jalan,Cube (Intel G860),2011,1.37,50000,1536,52,1176,132,294,61,124,563
Robert Langdon & Cipher,1,1,0,0.14,50.5,1,13,Piyush Kumar,Cube (Intel G860),2014,2,50000,1536,512,1291,652,498,38,71,31
Robert Langdon & Class Attendance,1,1,0,1.08,26.56,17,17,Piyush Kumar,Cube (Intel G860),2014,0.924,50000,1536,33,192,51,74,8,18,38
Robert Langdon & Florence,1,1,0,0.4,66.25,28,23,Piyush Kumar,Cube (Intel G860),2014,2,50000,1536,161,317,210,67,21,14,4
Robert Langdon & Sign Queue,2,0,0,0,71.01,0,0,Piyush Kumar,Cube (Intel G860),2014,2,50000,1536,43,69,49,18,2,0,0
Robert Langdon & The Rule of Three,1,1,0,1.43,40.68,17,34,Piyush Kumar,Cube (Intel G860),2014,2,50000,1536,15,59,24,28,2,5,0
Robin Hood,2,0,0,0,33.82,1,1,Asha,Cube (Intel G860),2016,1,50000,1536,19,68,23,36,2,1,6
Robintron,1,0,0,1.67,26.92,0,0,Fudan University Problem Setters,Cube (Intel G860),2008,0.5,50000,1536,7,23,6,8,1,7,1
Robot,1,2,0,0.78,21.6,17,34,Bartek,Cube (Intel G860),2015,1,50000,1536,62,371,80,170,24,34,60
Robot Number M,1,0,0,0.75,51.85,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,65,135,70,42,11,3,8
Robotic Sort,1,3,0,0.34,22.73,21,30,Rafal,Cube (Intel G860),2007,0.372,50000,1536,193,1566,356,182,171,177,679
Robots on a grid,1,2,0,0.15,17.78,9,1,Krzysztof Lewko,Cube (Intel G860),2011,0.126,50000,1536,509,4487,798,1956,257,989,475
Rock Paper Scissors Fox,2,0,0,0,64.18,0,0,SourSpinach,Cube (Intel G860),2013,2,50000,1536,38,67,43,9,4,8,3
Rock Skipping,2,0,0,0,45.45,0,0,Nikola P Borisov,Cube (Intel G860),2008,0.23,50000,1536,10,22,10,8,1,1,2
Rock-paper-scissors I,2,0,0,0,66.38,0,0,Xellos,Cube (Intel G860),2012,0.166,50000,1536,64,116,77,19,17,1,2
Rock-Paper-Scissors-Lizard-Spock,1,1,0,0.4,40.78,9,17,Spooky,Cube (Intel G860),2010,0.295,50000,1536,158,510,208,241,22,20,18
Rockets,1,0,2,0.84,12.79,34,34,Piotr Łowiec,Cube (Intel G860),2004,1.2,50000,1536,54,735,94,109,36,105,391
Roger and tree,1,10,0,0.42,33.52,19,21,Rana Saha,Cube (Intel G860),2014,1,50000,1536,151,731,245,365,29,65,23
Roger and tree III,1,4,0,1.48,16.67,27,27,Rana Saha,Cube (Intel G860),2015,2,50000,1536,13,84,14,50,2,6,12
Roll Playing Games,1,0,0,0.52,14.12,0,0,Adrian Kuegel,Cube (Intel G860),2005,1.918,50000,1536,114,1091,154,581,78,130,147
ROMAN NUMERALS,1,0,0,0.47,33.33,0,0,himanshu jain,Cube (Intel G860),2012,0.1,2000,1536,128,498,166,251,32,13,36
Roman Numerals,2,0,0,0,46.65,0,0,david_8k,Cube (Intel G860),2012,0.5,50000,1536,120,328,153,111,27,36,1
Roman Patrollers,1,0,0,0.98,61.54,0,0,Daniel Gómez Didier,Cube (Intel G860),2008,0.15,50000,1536,41,91,56,19,7,3,6
Roman Roads,1,1,0,0.59,30.25,9,17,Minilek,Cube (Intel G860),2007,8.614,50000,1536,95,400,121,231,24,11,13
Rooks,1,1,0,0.36,25.4,17,17,Omar ElAzazy,Cube (Intel G860),2010,0.216,50000,1536,181,929,236,447,41,37,168
Rooks and pawns,2,0,0,0,17.32,0,0,Marek Adamczyk,Cube (Intel G860),2014,1,50000,1536,76,560,97,138,120,121,84
Room Change,1,0,0,0.58,34.55,0,0,Gowri Sundaram,Cube (Intel G860),2013,2,50000,1536,96,437,151,171,25,34,56
Roommate Agreement,1,27,1,0.09,30.39,10,16,CSI,Cube (Intel G860),2013,3,50000,1536,876,4182,1271,1686,206,428,582
Root of a Linear Equation,1,0,0,0.86,7.81,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,5,50000,1536,52,1050,82,249,61,384,272
Root of the Problem,2,0,0,0,51.67,0,0,Tamer,Cube (Intel G860),2009,0.275,50000,1536,176,389,201,89,54,22,23
Rooted Trees,1,0,0,1.11,20.67,0,0,Surya Kiran,Cube (Intel G860),2014,1,50000,1536,31,208,43,85,4,34,42
Roots of polynomial,1,0,0,1.08,32.26,0,0,Adam Nadolski,Cube (Intel G860),2004,0.632,50000,1536,33,155,50,79,9,1,16
Rope Intranet,2,0,0,0,47.91,0,0,Kumar Anurag,Cube (Intel G860),2010,0.375,5000,1536,125,359,172,89,47,27,24
Ross generates Data,1,1,0,0.7,15.33,0,0,Ankit Kumar Vats ,Cube (Intel G860),2014,2,50000,1536,73,659,101,190,18,182,168
Ross got a puzzle 400 pts,2,0,0,0,37.25,0,0,Ankit Kumar Vats ,Cube (Intel G860),2013,1,50000,1536,14,51,19,13,10,6,3
rotate it,1,0,0,1.05,57.81,0,0,!(accepted),Cube (Intel G860),2009,0.2,256,1536,35,64,37,10,0,1,16
Rotating Cube,1,2,0,0.65,49.56,9,9,Najmuzzaman,Cube (Intel G860),2014,0.2,50000,1536,82,226,112,45,9,24,36
Rotating Rings,1,0,0,0.26,30.81,17,17,~!(*(@*!@^&,Cube (Intel G860),2009,0.119,50000,1536,267,1178,363,392,75,130,217
Rotations,2,0,0,0,54.05,0,0,Anil Shanbhag,Cube (Intel G860),2013,1,50000,1536,15,36,19,13,0,4,0
Rotations,2,0,0,0,47.65,0,0,Eddy Cael,Cube (Intel G860),2014,1,50000,1536,87,277,132,45,17,61,20
Roti Prata,1,13,0,0.1,34.44,16,12,Saransh Bansal,Cube (Intel G860),2011,0.125,50000,1536,758,2761,951,715,137,138,817
Round Table,1,0,0,0.9,44.22,0,0,Nikola P Borisov,Cube (Intel G860),2008,0.1,50000,1536,48,147,65,77,3,0,2
Round Trip,1,0,0,1.78,31.25,0,0,Race with time,Cube (Intel G860),2012,0.1,50000,1536,4,16,5,1,0,1,9
Round-Robin Scheduling,1,5,0,0.14,34.78,17,21,Neal Wu,Cube (Intel G860),2008,0.131,50000,1536,529,2348,816,796,150,86,497
Routing,1,0,0,1.7,50,0,0,David García Soriano,Cube (Intel G860),2011,0.1,50000,1536,6,12,6,1,1,1,3
Row Max Average,2,0,0,0,16.13,0,0,Omar ElAzazy,Cube (Intel G860),2011,0.289,50000,1536,16,124,20,90,8,5,1
Royal Treasury,1,0,0,0.75,12.17,0,0,Bin Jin,Cube (Intel G860),2007,0.1,50000,1536,65,600,73,215,51,63,198
RPS Warfare,1,0,0,1.45,28.36,0,0,Hodobox,Cube (Intel G860),2017,0.5,50000,1536,14,67,19,34,4,2,8
Rubike’s Cube,2,0,0,0,10,0,0,Mohamed Ali,Cube (Intel G860),2014,0.185,50000,1536,1,10,1,8,1,0,0
Rubiks cube,1,2,0,0.87,48.63,17,17,Raziman T V,Cube (Intel G860),2012,0.311,50000,1536,51,146,71,22,5,9,39
Run Away,1,0,0,0.3,33.22,0,0,adrian,Cube (Intel G860),2004,13,50000,1536,224,1140,378,524,90,77,71
Run Length Decoding,2,0,0,0,37.23,0,0,Adrian Kuegel,Cube (Intel G860),2007,0.995,50000,1536,78,282,105,101,30,32,14
Run Length Encoding,1,2,0,0.1,19.64,17,6,Wanderley Guimarăes,Cube (Intel G860),2007,0.303,50000,1536,796,4914,965,2491,581,565,310
Run length encoding,1,8,0,0.09,39.61,6,2,Pandian,Cube (Intel G860),2013,1,50000,1536,869,2603,1031,1004,173,283,107
Run Length Encoding,2,1,0,0,68.57,1,9,Aswin Murugesh,Cube (Intel G860),2014,1,50000,1536,21,70,48,20,2,0,0
Run-Length Mathematics,1,1,0,0.12,43.22,17,1,Miorel-Lucian Palii,Cube (Intel G860),2009,0.839,4096,1536,612,1777,768,590,143,217,59
"Run, Snipe, Run",1,0,0,0.73,30,0,0,Paulo Costa,Cube (Intel G860),2012,0.513,50000,1536,68,290,87,145,18,12,28
Runner Game,1,3,1,0.62,39.47,9,17,Arianto Wibowo,Cube (Intel G860),2017,1,50000,1536,89,413,163,203,43,3,1
Running Median,1,7,0,0.15,35.27,13,11,jayant mukherji,Cube (Intel G860),2013,0.5,50000,1536,510,2070,730,329,116,104,785
Running Median Again,1,11,0,0.21,22.91,19,15,Akhilesh Anandh,Cube (Intel G860),2013,0.1,50000,1536,343,2283,523,822,121,291,526
Rush hour,1,0,0,0.53,47.32,0,0,Fidel Schaposnik,Cube (Intel G860),2014,1,50000,1536,110,355,168,79,3,18,83
S Number,2,0,0,0,45.22,0,0,[UNI]Jonathans,Cube (Intel G860),2013,1,50000,1536,50,115,52,45,8,10,0
Sabbir and Game,1,5,0,0.42,36.22,9,9,sabbir,Cube (Intel G860),2017,0.5,50000,1536,149,497,180,284,20,8,5
Sabbir and gcd problem,1,6,0,0.89,25.21,13,13,sabbir,Cube (Intel G860),2017,0.4,50000,1536,49,726,183,177,27,83,256
Sabbir and gifts,1,9,0,0.7,28.41,15,11,sabbir,Cube (Intel G860),2017,0.2,50000,1536,73,352,100,91,20,34,107
Sachin Loves Boundaries,2,0,0,0,40.7,0,0,Aradhya,Cube (Intel G860),2013,1,50000,1536,32,86,35,37,5,5,3
Sadde and His City,1,2,0,1.07,20.92,26,17,NISHANT RAJ,Cube (Intel G860),2014,1,50000,1536,34,196,41,120,3,11,21
Safe Secret,2,0,0,0,50,0,0,Miguel Oliveira,Cube (Intel G860),2014,1,50000,1536,10,20,10,6,1,0,3
Salama’s Birthday,2,0,0,0,27.96,0,0,Mohamed Ali,Cube (Intel G860),2014,0.277,50000,1536,20,93,26,34,11,0,22
Salary Management,1,7,0,0.48,20.45,21,27,Faiyaz,Cube (Intel G860),2013,1,50000,1536,125,1032,211,527,60,135,96
Sales,1,0,0,1.54,24.14,0,0,SourSpinach,Cube (Intel G860),2013,1,50000,1536,11,58,14,6,6,21,11
Salsa Dance,2,0,0,0,35.23,0,0,Siddharth Kothari,Cube (Intel G860),2010,0.91,50000,1536,148,474,167,225,21,37,22
Sample,2,0,0,0,9.66,0,0,Rishi Kumar,Cube (Intel G860),2012,0.1,50000,1536,33,352,34,14,17,1,13
SAMPLE PROB,2,0,0,0,4.35,0,0,Vasavi OPC Team,Cube (Intel G860),2013,1,50000,1536,3,69,3,1,12,1,52
Saruman of Many Colours,1,1,0,0.2,38.45,17,17,Varun Jalan,Cube (Intel G860),2012,2,50000,1536,362,1537,591,829,50,45,20
Satay Skewer,1,2,0,0.73,26.08,34,17,Andy,Cube (Intel G860),2014,1,50000,1536,68,395,103,195,2,15,80
Save Area 11,1,6,0,0.78,30.48,4,13,imranziad,Cube (Intel G860),2015,0.5,50000,1536,62,315,96,129,8,50,32
Save CodeVillage,1,1,0,0.84,38.76,0,0,Surya Kiran,Cube (Intel G860),2014,1,50000,1536,54,209,81,78,10,19,18
Save money for YTU,1,1,0,0.53,50.19,9,9,Saransh Bansal,Cube (Intel G860),2012,0.1,50000,1536,111,267,134,95,16,3,19
Save the cows!,1,2,0,1.07,13.93,1,9,CSI,Cube (Intel G860),2013,10,50000,1536,34,280,39,217,11,11,2
Save the girlfriend,2,0,0,0,14.29,0,0,Mukul Gupta,Cube (Intel G860),2013,0.163,50000,1536,10,91,13,57,3,8,10
Save the Scofield !!,1,16,1,0.29,32.74,16,19,Ujjawal Dixit,Cube (Intel G860),2015,2.841,50000,1536,238,1133,371,299,63,85,313
Save the Students,1,0,0,0.38,29.04,0,0,Varun Jalan,Cube (Intel G860),2011,0.134,50000,1536,171,1281,372,406,70,177,256
Save Thy Toys,1,35,1,0.04,28.82,11,14,dce coders,Cube (Intel G860),2012,0.31,50000,1536,1809,8044,2318,3498,524,505,1170
Saving BOB,1,0,0,0.89,38.1,17,17,dce coders,Cube (Intel G860),2012,0.252,50000,1536,49,168,64,61,6,6,31
Saving BOB - 2,1,0,0,1.82,44.83,17,1,dce coders,Cube (Intel G860),2012,0.2,50000,1536,3,29,13,5,1,2,8
Saving Planet Bomber (Easy),1,3,0,1.18,48.54,1,24,રચિત (Rachit),Cube (Intel G860),2015,6,50000,1536,27,171,83,84,1,3,0
SBE201 Linked List,2,0,0,0,17.08,1,1,Islam Samir Badreldin,Cube (Intel G860),2010,5,100000,1536,147,1440,246,182,488,512,12
SBE201 Palindromes,2,0,0,0,28.57,0,0,Islam Samir Badreldin,Cube (Intel G860),2010,0.5,50000,1536,2,6,2,0,2,2,0
Scanner,1,0,0,0.86,11.7,0,0,Adrian Kuegel,Cube (Intel G860),2005,6.813,50000,1536,52,658,77,289,63,43,186
Scavenger Hunt,1,4,1,0.07,54.12,6,6,Daniel Gómez Didier,Cube (Intel G860),2008,1.356,50000,1536,1165,2559,1385,576,179,278,128
Schedules,1,0,0,1.27,13.6,0,0,Hector Navarro,Cube (Intel G860),2013,1,50000,1536,22,228,31,144,21,7,25
Science,1,0,0,1.7,20,0,0,Mark Gordon,Cube (Intel G860),2013,3,50000,1536,6,35,7,15,0,7,6
Scuba diver,1,41,1,0.03,27.82,17,19,Michał Czuczman,Cube (Intel G860),2004,5,50000,1536,2390,12579,3500,4873,715,1718,1752
Search Bit Sum,1,5,0,0.47,33.64,24,24,Rishav Goyal,Cube (Intel G860),2014,1.223,50000,1536,128,758,255,81,112,31,278
Search for a pattern in a text,2,0,0,0,14.67,1,1,Prof. Channa Bankapur,Cube (Intel G860),2016,1,50000,1536,10,75,11,35,24,5,0
Search for a substring in an ascii text,2,0,0,0,31.38,0,0,Prof. Channa Bankapur,Cube (Intel G860),2015,1,50000,1536,214,752,236,198,66,233,19
Search for an integer in a list of integers,2,0,0,0,38.12,0,0,Prof. Channa Bankapur,Cube (Intel G860),2015,1,50000,1536,237,703,268,169,76,153,37
Search for an integer using sequential search,2,0,0,0,21.13,26,26,Prof. Channa Bankapur,Cube (Intel G860),2016,1,50000,1536,14,70,14,12,32,12,0
Search in the dictionary!,1,13,0,0.1,23.95,15,11,david_8k,Cube (Intel G860),2012,0.148,50000,1536,738,4576,1096,1871,212,536,856
Search in XML,1,0,0,1.6,1.94,0,0,Thanh-Vy Hua,Cube (Intel G860),2007,0.1,50000,1536,9,1234,24,305,63,296,546
Search Insert Delete,1,2,0,0.87,8.87,34,6,Jimmy Tirtawangsa,Cube (Intel G860),2012,0.113,50000,1536,51,1195,106,354,135,147,450
Search of Concatenated Strings,1,0,0,1.27,22.4,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.1,50000,1536,22,125,28,7,6,7,77
Searching God,1,0,0,0.68,26.16,0,0,Paulo Costa,Cube (Intel G860),2012,0.271,50000,1536,77,452,119,128,27,55,122
Searching the Graph,2,3,1,0,32.4,6,1,mima,Cube (Intel G860),2004,15,5000,1536,826,3697,1198,798,320,554,822
Seating Arrangement,1,4,0,0.53,55.93,4,15,Gowri Sundaram,Cube (Intel G860),2012,0.113,50000,1536,110,270,151,65,12,23,19
SecondProblem,2,0,0,0,92.21,0,0,Buda IM,Cube (Intel G860),2012,0.1,50000,1536,50,77,71,0,6,0,0
Seconds Apart,2,0,0,0,49.59,0,0,Shafaet,Cube (Intel G860),2013,1,50000,1536,46,242,120,102,10,7,3
Secret Code,1,4,0,0.37,24.49,17,26,adrian,Cube (Intel G860),2004,5,50000,1536,178,972,238,308,141,188,97
Secret Code,2,0,0,0,7.69,0,0,dce coders,Cube (Intel G860),2012,2,50000,1536,2,26,2,22,2,0,0
Secret Key,1,2,0,1.25,47.17,17,9,Umesh Malhotra,Cube (Intel G860),2016,1,50000,1536,23,53,25,27,0,0,1
Secuencia ordenada e impares,2,0,0,0,29.33,0,0,Coach UTN FRSF,Cube (Intel G860),2015,1,50000,1536,20,75,22,37,11,2,3
Security,1,0,0,1.29,47.92,0,0,abdelkarim,Cube (Intel G860),2013,0.535,5000,1536,21,48,23,11,3,1,9
Security System,1,0,0,1.27,51.79,0,0,Paulo Costa,Cube (Intel G860),2012,0.119,50000,1536,22,56,29,23,4,0,0
Security Zone,1,0,0,1.1,27.35,0,0,Adrian Kuegel,Cube (Intel G860),2011,1.802,50000,1536,32,351,96,175,14,38,26
Segfault,1,3,0,1.48,16.33,0,0,PetarV,Cube (Intel G860),2015,0.3,50000,1536,13,98,16,66,1,1,14
Segment Flip,1,0,0,0.71,9.11,50,34,jack(chakradarraju),Cube (Intel G860),2011,0.1,50000,1536,71,1065,97,612,63,61,227
Segment Tree,1,0,0,0.89,8.66,0,0,Lox,Cube (Intel G860),2010,0.118,50000,1536,49,843,73,472,62,85,151
Segmentation,1,6,0,1.14,44.44,23,28,Stjepan Pozgaj,Cube (Intel G860),2016,2,10000,1536,29,112,51,52,3,2,4
Segments,1,0,0,0.54,14.91,0,0,Minilek,Cube (Intel G860),2008,1.524,50000,1536,108,1348,201,891,56,100,99
Seinfeld,1,60,9,0.02,41.82,8,10,Mohammad Kotb,Cube (Intel G860),2009,3.236,50000,1536,5247,14928,6243,5654,929,1257,837
Selecting Teams,1,0,0,0.5,41.21,0,0,Varun Jalan,Cube (Intel G860),2010,0.121,50000,1536,119,364,150,103,13,39,59
Self Descriptive Number,1,0,0,1.05,62.13,0,0,Tjandra Satria Gunawan,Cube (Intel G860),2013,25,50000,1536,35,169,105,53,3,6,2
Self Numbers,1,5,0,0.12,39.29,14,8,abdelkarim,Cube (Intel G860),2013,0.4,900,1536,617,2209,868,686,104,161,389
SelfDescribingSequenceProblem,1,0,0,0.14,51.89,17,1,Nikunj Jain,Cube (Intel G860),2012,0.628,50000,1536,548,1351,701,315,63,172,98
Selfish Cities,1,2,0,0.13,44.18,34,38,Tomasz Niedzwiecki,Cube (Intel G860),2005,1.371,50000,1536,552,2164,956,414,162,168,461
Sell Pigs,1,0,0,0.62,56.04,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.19,50000,1536,89,207,116,52,14,14,11
Seller Bob,1,0,0,0.78,22.64,0,0,Phan Công Minh,Cube (Intel G860),2010,0.154,50000,1536,62,402,91,171,25,55,60
Selling Art,1,0,0,1.7,24.24,0,0,kojak_,Cube (Intel G860),2013,1,50000,1536,6,33,8,23,0,2,0
Selling Land,1,0,0,0.91,39.46,0,0,Diego Satoba,Cube (Intel G860),2011,4.289,50000,1536,47,147,58,48,7,23,11
Sensor Network,1,0,0,1.33,32.47,0,0,David García Soriano,Cube (Intel G860),2011,16.76,50000,1536,19,77,25,18,1,9,24
Separate Points,1,2,0,0.63,25.75,17,17,John Mario,Cube (Intel G860),2011,0.181,50000,1536,87,431,111,179,35,51,55
Seperate the number,2,0,0,0,43.18,0,0,Kaushik,Cube (Intel G860),2014,0.1,50000,1536,19,44,19,21,2,2,0
Sequence,1,0,0,0.36,30.65,0,0,Minilek,Cube (Intel G860),2008,4.924,50000,1536,184,1005,308,364,111,63,159
Sequence,1,2,1,0.11,30.3,17,34,Race with time,Cube (Intel G860),2010,0.181,50000,1536,687,3211,973,1435,195,165,426
Sequence,1,1,0,0.95,28.37,34,34,aekdycoin,Cube (Intel G860),2010,0.5,50000,1536,43,282,80,111,13,32,46
Sequence,1,0,0,1.43,22.22,0,0,Gabriel Menacho,Cube (Intel G860),2014,2,50000,1536,15,81,18,58,3,0,2
Sequence Function,1,0,0,1.54,22.37,0,0,刘启鹏,Cube (Intel G860),2010,0.1,50000,1536,11,76,17,47,7,2,3
Sequence Partitioning II,1,1,0,0.89,26.59,17,34,Bin Jin,Cube (Intel G860),2007,0.109,50000,1536,49,267,71,96,29,23,48
Sequoiadendron,1,1,0,0.79,43.92,17,17,gustav,Cube (Intel G860),2009,0.108,50000,1536,60,255,112,57,23,7,56
Serial Numbers,1,0,0,1.18,25.45,0,0,Nikola P Borisov,Cube (Intel G860),2008,1.111,50000,1536,27,110,28,61,9,10,2
Serve The Street,1,1,0,0.48,24.87,34,1,jack(chakradarraju),Cube (Intel G860),2012,0.103,50000,1536,126,784,195,394,67,72,55
Servers,1,0,0,0.54,20.68,0,0,adrian,Cube (Intel G860),2004,1.335,50000,1536,107,2273,470,653,184,486,480
Servers,1,1,0,0.41,28.37,17,17,Marek Adamczyk,Cube (Intel G860),2013,1,50000,1536,152,786,223,259,130,112,62
SERVERS,2,0,0,0,46.15,0,0,arun,Cube (Intel G860),2013,1,50000,1536,9,26,12,11,1,0,2
Set Cover,1,1,0,1.23,12.73,1,17,Minilek,Cube (Intel G860),2007,1.5,50000,1536,24,267,34,87,111,18,17
SETI,1,0,0,0.62,72.26,0,0,Ahmed Aly,Cube (Intel G860),2009,0.309,50000,1536,88,155,112,18,6,9,10
Setnja,1,0,0,0.31,20.61,0,0,Race with time,Cube (Intel G860),2008,0.221,50000,1536,213,1616,333,468,122,117,572
Sevenk Love Oimaster,1,0,0,0.53,16.57,0,0,Tom Chen,Cube (Intel G860),2010,0.1,50000,1536,110,1038,172,330,57,126,353
ShaatChara,1,3,1,1.23,53.97,17,23,Muntasir,Cube (Intel G860),2017,1,50000,1536,24,63,34,24,0,0,5
