name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
Counting Points In Rectangles,2,0,0,0,33.33,0,0,gustav,Cube (Intel G860),2014,1,50000,1536,8,33,11,8,1,4,9
Counting Primes ,1,16,0,0.14,22.5,18,17,Faiyaz,Cube (Intel G860),2012,0.234,50000,1536,530,3502,788,1501,89,365,755
Counting Pythagorean Triples,1,1,0,1.78,8,34,34,Min_25,Cube (Intel G860),2014,1,5120,1536,4,125,10,24,15,6,68
Counting Rabbits,1,4,1,0.07,33.67,9,6,Abel Nieto Rodriguez,Cube (Intel G860),2008,0.184,50000,1536,1073,3926,1322,1311,213,334,743
Counting Subsequences,1,6,0,0.09,29.16,9,12,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,805,5412,1578,1649,295,801,1089
Counting the teams,1,0,0,1.31,50,0,0,Raziman T V,Cube (Intel G860),2011,4,50000,1536,20,41,20,14,0,1,6
Counting The Way of Bracket Replacement,1,3,1,0.19,40.77,26,26,~!(*(@*!@^&,Cube (Intel G860),2009,0.168,50000,1536,382,1398,570,644,82,33,69
Counting Triangles,1,62,20,0.01,33.11,8,21,nha.duong,Cube (Intel G860),2007,0.237,500,1536,8825,33588,11121,12585,2580,1223,6018
Counting triangles,1,1,0,0.36,30.75,1,34,sieunhan,Cube (Intel G860),2009,0.3,50000,1536,179,852,262,459,59,35,35
Counting Triangles 2,1,0,0,0.88,33.62,0,0,Alex & Friends,Cube (Intel G860),2010,0.12,50000,1536,50,235,79,63,7,19,66
Counting Triangles II,1,0,0,0.2,21.09,0,0,nha.duong,Cube (Intel G860),2007,0.1,300,1536,366,2750,580,1460,280,228,200
Counting Triangles III,1,0,0,0.28,32.84,0,0,nha.duong,Cube (Intel G860),2007,0.172,128,1536,240,1285,422,308,276,109,170
Counting Words,1,1,0,0.49,28.98,34,17,jonathanirvings,Cube (Intel G860),2012,0.813,50000,1536,122,597,173,320,33,45,22
Counting Words,1,2,0,1.25,45.9,17,26,Paul Redman,Cube (Intel G860),2016,0.2,50000,1536,23,61,28,22,10,1,0
Counting WOW-Substrings,1,9,0,0.68,34.24,12,22,BISHAL GAUTAM,Cube (Intel G860),2016,0.2,50000,1536,76,330,113,136,13,8,60
Counting WOW-Substrings2,1,6,0,0.88,59.26,14,21,BISHAL GAUTAM,Cube (Intel G860),2016,0.2,50000,1536,50,135,80,30,5,7,13
Cousin Wars,1,0,0,1.51,20.56,0,0,dce coders,Cube (Intel G860),2012,0.353,50000,1536,12,107,22,30,11,4,40
Cout,2,0,0,0,55.13,0,0,Mahesh Chandra Sharma,Cube (Intel G860),2011,0.168,50000,1536,38,78,43,23,7,5,0
Cover the string,1,1,0,0.34,22.63,17,17,Mahesh Chandra Sharma,Cube (Intel G860),2011,0.374,50000,1536,192,1109,251,394,60,129,275
Coverage,1,0,0,1.43,30.65,0,0,Joshua Kirstein,Cube (Intel G860),2016,3,50000,1536,15,62,19,39,3,1,0
Cow Cars,1,2,0,0.13,44,12,17,Neal Wu,Cube (Intel G860),2008,0.165,50000,1536,583,1684,741,652,125,27,134
Cow Patterns,1,2,0,0.71,32.21,26,26,Luka Kalinovcic,Cube (Intel G860),2010,0.248,50000,1536,71,357,115,188,13,5,36
Cow Photographs ,1,2,0,0.44,36.92,26,26,Iqram Mahmud,Cube (Intel G860),2010,0.177,50000,1536,140,557,205,284,31,10,27
Cows Language,1,1,0,1.25,37.63,34,34,Coder nhà mình,Cube (Intel G860),2013,1,50000,1536,23,93,35,28,2,7,21
CPCTriangle,2,0,0,0,25,0,0,Setu,Cube (Intel G860),2014,1,50000,1536,5,20,5,15,0,0,0
Crack the Safe,1,12,1,0.18,53.23,14,14,J.A.R.V.I.S.,Cube (Intel G860),2013,0.192,50000,1536,400,1007,536,202,49,32,188
Crash´s number table,1,0,0,0.88,19.02,0,0,jiazhipeng,Cube (Intel G860),2010,0.1,50000,1536,50,489,93,113,40,54,188
Crashing Robots,1,1,0,0.47,52.61,0,0,Mohammad Kotb,Cube (Intel G860),2010,0.461,50000,1536,130,287,151,99,15,21,1
Crayon,1,2,0,1.27,35.44,34,17,xiaodao,Cube (Intel G860),2013,1,50000,1536,22,79,28,10,6,19,16
Crazy Receptionist,1,0,0,1.57,12.9,0,0,Christian Kauth,Cube (Intel G860),2009,1.715,50000,1536,10,124,16,26,6,10,66
Crazy Shopkeeper,1,2,0,0.15,33.44,9,1,ওয়াসী (Wasi),Cube (Intel G860),2013,0.142,50000,1536,492,1812,606,758,185,214,49
Crazy Smoker,1,20,4,0.11,38.58,4,9,Siddharth Singh,Cube (Intel G860),2016,0.1,50000,1536,664,1895,731,853,106,76,110
Crazy Tank,1,0,0,1.78,17.65,0,0,Bidhan,Cube (Intel G860),2013,1,50000,1536,4,34,6,15,0,2,11
Crazy texting,1,1,0,0.39,25.38,0,0,Raziman T V,Cube (Intel G860),2012,0.112,50000,1536,163,855,217,403,28,61,142
Create Collections,1,10,1,0.05,33.96,8,9,praveen123,Cube (Intel G860),2013,1,50000,1536,1462,5044,1713,2468,248,518,91
Creativity,2,0,0,0,73.17,0,0,Abhinav92003,Cube (Intel G860),2013,1,50000,1536,27,41,30,6,4,1,0
Cricket Selection ,1,2,1,0.74,24.57,9,23,Adarsh kumar,Cube (Intel G860),2015,0.25,50000,1536,67,411,101,94,17,56,142
Crime at Piccadily Circus,1,6,2,0.13,13.92,34,27,Adam Dzedzej,Cube (Intel G860),2004,13,50000,1536,579,5611,781,3591,258,641,339
Critical Edges,1,2,0,0.61,38.55,13,14,Eddy Cael,Cube (Intel G860),2013,0.1,50000,1536,91,345,133,149,19,17,27
Crni,1,0,0,1.11,59.02,0,0,Race with time,Cube (Intel G860),2010,0.477,50000,1536,31,61,36,9,6,0,10
Cross dangerous minefields,2,0,0,0,25,0,0,Francky,Cube (Intel G860),2012,0.714,50000,1536,5,32,8,11,0,0,13
Cross Mountain Climb,1,0,0,0.86,33.1,0,0,Hemant Verma,Cube (Intel G860),2009,1.68,50000,1536,52,290,96,87,14,24,69
Cross Mountain Climb Extreme,1,0,0,1.23,23.85,0,0,Lovro Puzar,Cube (Intel G860),2009,0.4,50000,1536,24,130,31,30,10,24,35
Cross-country,1,27,3,0.03,62.76,10,11,adrian,Cube (Intel G860),2004,5,50000,1536,2933,5591,3509,1106,313,313,345
Crossbits,1,4,1,0.59,14.83,23,15,Duc,Cube (Intel G860),2008,0.133,50000,1536,95,708,105,286,38,70,209
Crossing the Desert,1,0,0,0.89,24.19,0,0,Fudan University Problem Setters,Cube (Intel G860),2008,0.5,50000,1536,49,248,60,141,27,12,7
Crucial Equation,1,32,4,0.04,44.31,3,11,Md Abdul Alim,Cube (Intel G860),2014,3,50000,1536,2127,5895,2612,2324,384,168,398
Cryptography,1,0,0,0.69,3.1,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,2,50000,1536,75,3801,118,1932,247,940,564
Cryptography Reloaded (Act I),1,0,0,1.19,29.13,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,1,50000,1536,26,206,60,37,11,68,28
Cryptography Reloaded (Act II),1,0,0,1.19,26.01,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,5,50000,1536,26,173,45,71,7,23,27
Cuantas veces en arreglo,2,0,0,0,51.16,0,0,Coach UTN FRSF,Cube (Intel G860),2015,1,50000,1536,22,43,22,18,3,0,0
Cube,1,0,0,0.88,38.21,0,0,Brian Bi,Cube (Intel G860),2009,0.43,50000,1536,50,246,94,119,8,10,15
Cube Free Numbers,1,26,1,0.03,34.63,12,10,Muhammad Ridowan,Cube (Intel G860),2011,0.1,50000,1536,2644,9823,3402,3532,529,495,1851
Cube Numbers,1,21,1,0.2,34.78,10,11,hanstan,Cube (Intel G860),2016,0.2,50000,1536,363,1380,480,529,64,79,227
Cube Root,1,0,0,0.33,16.64,23,12,Thanh-Vy Hua,Cube (Intel G860),2005,5,50000,1536,205,2296,382,955,191,451,314
CUBE ROOT,2,0,0,0,9.86,0,0,cegprakash,Cube (Intel G860),2012,1.619,50000,1536,31,436,43,308,38,30,14
Cubic Eight-Puzzle,1,0,0,1.6,42.86,0,0,Race with time,Cube (Intel G860),2010,1.026,50000,1536,9,33,13,11,1,0,8
Cubist Artwork,1,0,0,0.19,68.06,1,1,John Mario,Cube (Intel G860),2011,0.485,50000,1536,385,623,424,125,41,21,12
Cúcara Mácara,2,0,0,0,42.86,0,0,Olson Ortiz,Cube (Intel G860),2011,0.186,50000,1536,10,63,27,6,5,5,11
Cuckoo Hashing,1,1,0,0.45,27.93,17,1,Andres Galvis,Cube (Intel G860),2009,0.132,50000,1536,138,641,179,302,28,54,76
CUDAK,2,0,0,0,9.09,0,0,Ahmed Salem [mrtempo],Cube (Intel G860),2015,1,50000,1536,2,22,2,4,13,0,3
Cumulative Sum Query,2,1,0,0,62.54,1,1,Joshua Kirstein,Cube (Intel G860),2014,7,50000,1536,254,590,369,102,48,63,7
CURD PRODUCERS,1,1,0,0.28,38.72,21,13,cegprakash,Cube (Intel G860),2014,2,50000,1536,245,966,374,324,72,76,116
Customs,1,0,0,1.54,30.91,0,0,Mateus Dantas [ UFCG ],Cube (Intel G860),2012,3.5,50000,1536,11,55,17,16,0,1,21
Cut Stick,2,3,0,0,34.82,1,9,[UNI]Jonathans,Cube (Intel G860),2013,0.1,50000,1536,111,359,125,165,35,16,18
Cut The Rope,1,0,0,1.95,0,0,0,Tjandra Satria Gunawan,Cube (Intel G860),2013,50,50000,1536,0,27,0,20,0,0,6
Cut the Silver Bar,1,26,7,0.02,57.79,4,13,John Mario,Cube (Intel G860),2011,0.241,50000,1536,3600,6833,3949,2245,424,92,120
Cutting off Squares,1,0,0,0.32,41.57,0,0,adrian,Cube (Intel G860),2004,3,50000,1536,209,658,274,299,39,16,30
Cutting out,1,1,0,0.31,38.53,28,23,adrian,Cube (Intel G860),2004,5,50000,1536,220,750,289,220,43,83,115
Cvjetici,1,11,0,0.11,49.74,10,17,Race with time,Cube (Intel G860),2009,0.203,2000,1536,698,1952,971,485,105,94,296
CWC-2015,1,6,0,0.56,15.15,17,17,Najmuzzaman,Cube (Intel G860),2015,5,50000,1536,102,1096,166,440,92,173,225
Cybercrime Donut Investigation,1,1,0,0.93,26.81,17,34,David García Soriano,Cube (Intel G860),2011,10.87,50000,1536,45,235,63,87,9,16,56
Cylinder,1,2,0,0.09,38.87,9,26,Adrian Kuegel,Cube (Intel G860),2007,0.734,50000,1536,855,2843,1105,1294,289,68,86
D - Alphabetomials,1,0,0,1.57,55,0,0,Alvaro Javier Medina Balboa,Cube (Intel G860),2010,0.709,50000,1536,10,20,11,2,2,0,5
D - Playing with Marbles,1,16,2,0.03,71.63,5,6,Alvaro Javier Medina Balboa,Cube (Intel G860),2010,0.14,50000,1536,2731,4106,2941,603,401,70,86
D-query,1,161,3,0.02,30.4,19,24,Duc,Cube (Intel G860),2008,0.227,50000,1536,3703,22729,6909,5108,1357,2827,6491
Dab of Backpack,1,11,1,0.14,23.01,21,17,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,511,3099,713,1730,208,290,151
Dado Opuesto,2,0,0,0,26.28,0,0,Coach UTN FRSF,Cube (Intel G860),2015,1,50000,1536,71,312,82,169,57,0,4
Daenerys wants to Conquer,1,0,0,1.74,33.33,0,0,Adarsh kumar,Cube (Intel G860),2016,0.2,50000,1536,5,15,5,4,0,3,3
Dance Floor,1,2,0,0.13,38.79,12,12,Michał Czuczman,Cube (Intel G860),2004,2.4,50000,1536,599,2007,778,872,92,155,106
Dancing Cows,1,13,1,0.22,23.52,16,21,Se7s,Cube (Intel G860),2013,1,50000,1536,324,1888,444,1013,225,60,141
Dandiya Night and Violence,1,7,0,1.05,40.88,1,5,VV,Cube (Intel G860),2015,1,50000,1536,35,137,56,51,5,16,9
Dark Assault,1,0,0,1.21,31.07,0,0,Venezuelan Programming League,Cube (Intel G860),2012,25,50000,1536,25,103,32,51,3,13,4
Dark roads,1,11,1,0.13,48.04,14,12,abdelkarim,Cube (Intel G860),2013,0.121,50000,1536,560,1630,783,456,79,97,215
Darts,1,1,0,1.16,67.39,0,0,David García Soriano,Cube (Intel G860),2011,3.025,50000,1536,28,46,31,4,3,2,6
Data transfer,2,0,0,0,1.39,0,0,Azat Taryhchiyev,Cube (Intel G860),2011,0.5,50000,1536,1,72,1,62,9,0,0
Database,1,8,2,0.07,34.35,4,5,david_8k,Cube (Intel G860),2012,0.669,50000,1536,1108,4466,1534,1378,268,714,571
Dating Rishi,1,5,0,0.13,35.86,17,17,jack(chakradarraju),Cube (Intel G860),2012,1,50000,1536,582,2231,800,785,135,154,355
David and his Obsession,1,2,0,0.2,40.19,6,6,kojak_,Cube (Intel G860),2013,1,50000,1536,365,1152,463,605,58,12,6
Davids Greed,1,3,1,0.65,17.44,30,17,Luis Arguello,Cube (Intel G860),2012,0.1,50000,1536,82,952,166,339,54,35,357
Davids Quest,1,0,0,1.08,52.81,0,0,Venezuelan Programming League,Cube (Intel G860),2013,1,50000,1536,33,89,47,24,1,12,5
DAY AND DATE,2,0,0,0,25,0,0,ivar.raknahs,Cube (Intel G860),2014,1.5,50000,1536,1,8,2,6,0,0,0
Day of Pay,2,1,0,0,35.38,1,17,Shipu Ahamed,Cube (Intel G860),2013,1,50000,1536,125,390,138,167,49,23,13
Day of the year,2,0,0,0,100,0,0,BYU Admin,Cube (Intel G860),2015,1,50000,1536,3,3,3,0,0,0,0
Dazzling Pearls,1,1,0,1.51,19.7,50,17,dce coders,Cube (Intel G860),2013,1,50000,1536,12,66,13,42,0,4,7
DB  & GCD,2,1,0,0,88.3,1,17,bhardwaj_75,Cube (Intel G860),2015,1,50000,1536,61,94,83,4,2,4,1
DCD,1,0,0,0.86,56.9,17,1,Bidhan,Cube (Intel G860),2011,0.136,20000,1536,52,115,65,29,2,8,11
DCE Networks,2,0,0,0,54.41,0,0,dce coders,Cube (Intel G860),2013,1,50000,1536,25,68,37,22,0,4,5
Dead Fraction,1,1,0,0.24,22.87,17,34,Camilo Andrés Varela León,Cube (Intel G860),2006,0.652,50000,1536,288,2016,461,905,165,266,217
Dead Pixels,1,0,0,1.38,19.57,0,0,abdelkarim,Cube (Intel G860),2013,3.421,5000,1536,17,90,18,4,3,18,47
Deal or No Deal,1,1,0,1.67,45.95,0,0,Spooky,Cube (Intel G860),2010,1.42,50000,1536,7,37,17,8,2,2,8
Decipher,1,0,0,0.03,42.83,6,5,Spooky,Cube (Intel G860),2010,1,50000,1536,3071,8189,3507,3472,534,350,314
Decipher the AMSCO cipher,1,1,0,0.66,59.01,0,0,legrand,Cube (Intel G860),2013,0.1,10000,1536,81,161,95,49,2,5,6
Decode the Castanets,1,0,0,1.19,39.78,0,0,Christian Kauth,Cube (Intel G860),2009,1.213,50000,1536,26,93,37,19,2,11,24
Decode the Strings,1,3,0,0.2,38.39,17,23,Adrian Kuegel,Cube (Intel G860),2008,0.97,50000,1536,362,1140,437,271,84,154,193
Decoding,1,5,1,0.1,46.79,23,12,Marco Gallotta,Cube (Intel G860),2008,19.86,50000,1536,734,1729,809,582,115,193,26
Decoding Morse Sequences,1,3,2,0.13,25.1,21,14,adrian,Cube (Intel G860),2004,7,50000,1536,561,3327,835,1122,249,588,532
Decoding Number Stations with Dr Whooves,1,2,0,0.96,21.84,9,26,Alex Anderson,Cube (Intel G860),2012,0.199,50000,1536,42,206,45,111,5,33,12
Deconnecting,1,0,0,1.33,30.99,0,0,CSI,Cube (Intel G860),2013,0.471,50000,1536,19,71,22,47,2,0,0
Decorate the wall,1,0,0,0.32,34.92,0,0,Adrian Kuegel,Cube (Intel G860),2005,0.721,50000,1536,209,756,264,249,42,77,124
Decorating the Palace,1,0,0,1.54,43.33,0,0,praveen123,Cube (Intel G860),2012,0.104,50000,1536,11,30,13,15,0,1,1
Decoys and Diversions,1,0,0,1,17.72,9,17,Fernando Fonseca [ITA],Cube (Intel G860),2012,0.15,50000,1536,39,254,45,69,12,20,108
Decreasing Number of Visible Box,1,13,1,0.42,42.44,9,11,imranziad,Cube (Intel G860),2015,0.5,50000,1536,148,476,202,134,14,23,102
Decreasing Strings,2,0,0,0,50.28,0,0,Varun Jalan,Cube (Intel G860),2010,0.193,50000,1536,78,181,91,82,7,0,1
Decrypt the Message,2,0,0,0,67.5,1,1,BYU Admin,Cube (Intel G860),2015,1,50000,1536,21,40,27,6,5,2,0
Decrypt the message !,1,2,3,0.08,36.2,6,3,Pandian,Cube (Intel G860),2013,1,50000,1536,955,3304,1196,1344,147,174,433
Decryption Key,2,0,0,0,7.69,0,0,Walid Amin,Cube (Intel G860),2016,2,50000,1536,1,12,1,10,0,0,1
DEEPIKA AND HER BANK ACCOUNT,2,0,0,0,38.33,0,0,Gaurav Jain,Cube (Intel G860),2013,1,50000,1536,22,60,23,32,4,0,0
Defective Products,2,0,0,0,51.76,6,4,Hussein Aassem,Cube (Intel G860),2015,1,50000,1536,112,255,132,83,11,26,2
Defend The Rohan,1,5,0,0.17,49.83,4,14,Syntax Terror,Cube (Intel G860),2013,0.339,50000,1536,434,1180,588,390,52,63,86
Defense of a Kingdom,1,11,0,0.06,32,6,15,Fidel Schaposnik,Cube (Intel G860),2010,0.741,50000,1536,1196,4697,1503,2208,250,370,359
Defense of a kingdom 2,1,3,0,0.65,47.32,1,6,Neel,Cube (Intel G860),2015,0.079,50000,1536,83,205,97,87,6,7,8
Déjà vu,1,0,0,1.43,22.22,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,10,50000,1536,15,108,24,9,5,9,61
DEL Command,1,0,0,0.75,15.51,0,0,Adrian Kuegel,Cube (Intel G860),2005,4.809,50000,1536,66,477,74,214,36,132,21
DEL Command II,1,0,0,1.1,8.74,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,10,50000,1536,32,595,52,296,17,87,143
Deli Deli,2,0,0,0,53.31,0,0,Adrian Kuegel,Cube (Intel G860),2007,0.153,50000,1536,332,831,443,257,75,38,18
Delicious Cake,1,0,0,1.25,15.02,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,2,50000,1536,23,213,33,94,25,21,40
Delicious Pancakes,1,0,0,0.11,27.12,17,17,Christian Kauth,Cube (Intel G860),2010,0.2,50000,1536,690,2874,784,1672,138,231,47
Deliver pizza,1,4,0,0.22,22.86,22,15,sieunhan,Cube (Intel G860),2009,0.145,50000,1536,329,2765,632,1079,159,496,399
Delivery,1,0,0,1.16,26.53,0,0,Angel Paredes,Cube (Intel G860),2012,0.1,50000,1536,28,147,39,59,11,6,32
Delivery Route,1,0,0,1.23,29.27,0,0,Ikhaduri,Cube (Intel G860),2012,0.309,50000,1536,24,82,24,33,5,9,11
Delta catheti (hard),1,0,0,1.86,18.33,0,0,Francky,Cube (Intel G860),2013,30,50000,1536,2,60,11,33,3,4,9
Delta catheti II (Hard),1,0,0,1.86,9.09,0,0,Francky,Cube (Intel G860),2013,10,50000,1536,2,33,3,20,0,3,7
Denethors Decryption of Dequeue permutations,1,0,0,1.27,34.09,0,0,Varun Jalan,Cube (Intel G860),2012,8,50000,1536,22,85,28,32,3,9,13
Department,1,0,0,1.86,4,0,0,Andres Tellez,Cube (Intel G860),2011,0.197,50000,1536,2,50,2,30,15,3,0
Dependency Problems,1,2,0,0.17,37.05,17,9,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,435,1595,591,485,91,223,205
Deposit,1,1,0,0.32,37.78,17,17,Duc,Cube (Intel G860),2008,0.254,50000,1536,208,765,289,243,14,43,176
Derangements HARD,1,0,0,0.81,54.72,0,0,amit karmakar,Cube (Intel G860),2011,0.402,50000,1536,58,159,87,35,4,10,23
Derivation Sequence,2,0,0,0,50.42,0,0,Mohamed Ali,Cube (Intel G860),2013,0.428,50000,1536,49,119,61,35,15,5,3
Derp,1,0,0,0.88,37.34,0,0,Paulo Costa,Cube (Intel G860),2012,0.345,50000,1536,50,241,90,99,6,4,42
Descending Alternating Sums,1,9,0,0.63,32.38,10,16,AlphaQ,Cube (Intel G860),2016,0.3,50000,1536,85,315,102,184,9,4,16
Desde Hasta,2,0,0,0,33.51,0,0,Coach UTN FRSF,Cube (Intel G860),2009,0.118,50000,1536,191,964,323,407,63,113,58
Designing T-Shirts,1,7,0,0.33,36.51,17,26,Fidel Schaposnik,Cube (Intel G860),2012,3,50000,1536,202,808,295,350,33,79,51
Desrugenstein,1,0,0,0.53,48.9,0,0,Paulo Costa,Cube (Intel G860),2012,0.153,50000,1536,109,272,133,108,14,5,12
Dessert,2,0,0,0,43.69,0,0,TouristGuide,Cube (Intel G860),2012,0.465,50000,1536,109,293,128,98,26,2,34
Destroy Enemy Camp,2,0,0,0,23.81,0,0,Najmuzzaman,Cube (Intel G860),2014,1,50000,1536,2,21,5,6,0,5,5
Destroying the Weapon Warehouse,1,0,1,0.66,33.24,1,1,BLANKRK,Cube (Intel G860),2013,1,50000,1536,80,358,119,133,22,27,55
Detecting End Of File – Tutorial,2,0,0,0,57.14,0,0,hmp,Cube (Intel G860),2016,1,50000,1536,4,7,4,0,0,1,2
Detection of Extraterrestrial,1,0,0,0.68,39.53,0,0,Fudan University Problem Setters,Cube (Intel G860),2011,1,50000,1536,77,253,100,100,12,4,37
detective sherlock holmes,1,2,10,0.5,22.91,17,21,Khansaab,Cube (Intel G860),2016,0,50000,1536,119,585,134,212,26,64,143
Determinant of Banded Matrices,1,0,0,1.48,40.28,0,0,Chen Xiaohong,Cube (Intel G860),2009,0.1,20000,1536,13,72,29,8,6,5,24
Determine the vismin value !,1,0,0,1.14,29.27,0,0,Pandian,Cube (Intel G860),2013,0.146,50000,1536,29,123,36,62,2,1,22
Devlali Numbers,1,4,0,0.14,39.92,17,17,Piyush Kumar,Cube (Intel G860),2012,2.175,5000,1536,532,2127,849,554,96,107,521
Dexter Rank,1,0,0,1.67,15.69,0,0,smit hinsu,Cube (Intel G860),2013,4,50000,1536,7,51,8,18,4,7,14
Dexters Trampoline,1,1,0,0.92,46.71,1,1,Abhinav92003,Cube (Intel G860),2013,1,50000,1536,46,152,71,71,3,1,6
Diablo Bot,1,0,1,0.77,15.61,0,0,SourSpinach,Cube (Intel G860),2013,1,50000,1536,63,442,69,332,22,16,1
DIAGONAL,1,4,2,0.11,23.89,14,14,praveen123,Cube (Intel G860),2012,0.171,50000,1536,671,3194,763,1966,227,94,137
Diary,1,4,0,0.08,35.66,17,5,Adrian Kuegel,Cube (Intel G860),2011,0.407,50000,1536,1008,3884,1385,2021,252,153,51
Dice,1,9,4,0.11,15.26,12,18,Race with time,Cube (Intel G860),2009,0.15,50000,1536,674,7098,1083,3583,440,719,1269
Dice Contest,1,0,0,1.14,22.17,0,0,adrian,Cube (Intel G860),2004,2.569,50000,1536,29,221,49,100,36,16,19
Dice on a Board,1,0,0,1.45,31.82,0,0,mohamedwahba,Cube (Intel G860),2011,0.808,50000,1536,14,87,27,27,3,5,25
Dice Problem,2,0,0,0,32.69,1,1,Nikunj Jain,Cube (Intel G860),2012,0.236,50000,1536,271,982,321,524,38,68,26
Dictionary,2,0,0,0,16.67,0,0,Najmuzzaman,Cube (Intel G860),2014,0.5,50000,1536,2,12,2,5,0,3,2
Dictionary Subsequences,1,1,0,0.51,17.44,17,17,John Rizzo,Cube (Intel G860),2008,0.18,50000,1536,116,1009,176,222,57,177,376
DIE HARD,1,74,5,0.02,44.33,11,13,cegprakash,Cube (Intel G860),2012,10,50000,1536,3653,10187,4516,3467,548,491,1149
Điểm trên cạnh hình chữ nhật - HRASTOVI,1,0,0,0.57,45.45,0,0,~!(*(@*!@^&,Cube (Intel G860),2010,0.151,50000,1536,100,341,155,61,26,30,68
DIFERENCIJA,1,1,0,0.67,35.39,1,1,islam,Cube (Intel G860),2012,0.254,50000,1536,79,356,126,81,14,36,99
Difference,1,1,0,1.01,30.07,1,34,Tooru Ichii,Cube (Intel G860),2013,1,50000,1536,38,143,43,73,3,6,18
Different Digits,1,0,0,0.75,22.95,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.104,50000,1536,65,353,81,92,15,23,141
Different Vectors ,1,2,0,1.16,46.74,26,34,Buda IM,Cube (Intel G860),2012,0.112,50000,1536,28,92,43,23,2,11,13
Differential Diagnosis,1,0,0,0.86,22.92,0,0,Spooky,Cube (Intel G860),2009,1.136,50000,1536,52,288,66,44,12,20,146
DIFFICULT INTERVIEW,2,0,0,0,44.51,0,0,cegprakash,Cube (Intel G860),2012,2.545,50000,1536,63,173,77,18,19,27,32
Digger Octaves,1,4,0,0.38,39.33,17,21,Yandry Perez,Cube (Intel G860),2009,0.275,50000,1536,168,623,245,189,49,21,119
Digibomb!,2,0,0,0,67.74,0,0,Iqram Mahmud,Cube (Intel G860),2011,0.259,50000,1536,45,93,63,13,7,8,2
digit count,1,0,0,1.14,25,0,0,abdou_93,Cube (Intel G860),2013,0.186,290,1536,29,216,54,82,26,37,17
Digit Dilemma,2,0,0,0,47.03,0,0,Shipu Ahamed,Cube (Intel G860),2013,1,50000,1536,81,202,95,87,7,9,4
Digit Holes,2,0,0,0,54.23,0,0,imranziad,Cube (Intel G860),2016,1,50000,1536,60,167,89,56,12,9,1
Digit Sum,1,6,0,0.18,36.64,17,10,kojak_,Cube (Intel G860),2013,1,50000,1536,397,1228,450,331,60,86,300
Digital Calculator,1,0,0,1.31,7,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,20,643,45,183,64,199,151
Digital Image Recognition,1,0,0,1.27,8.26,0,0,Fudan University Problem Setters,Cube (Intel G860),2008,1,50000,1536,22,363,30,215,15,60,43
Digital LED Number,1,4,0,0.23,55.89,17,5,XeRoN!X,Cube (Intel G860),2010,0.209,50000,1536,303,628,351,132,52,30,63
Digital Root Counter,2,0,0,0,61.33,0,0,.:: Pratik ::.,Cube (Intel G860),2010,1.258,50000,1536,78,181,111,28,14,16,12
Digital Triangle,2,0,0,0,64.19,0,0,Shafaet,Cube (Intel G860),2013,1,50000,1536,99,511,328,156,15,12,0
DIGITS COUNT,2,0,0,0,0,0,0,MaratónAFDM,Cube (Intel G860),2015,1,50000,1536,0,11,0,3,3,0,5
Digo Goes Training,1,2,1,0.32,45.21,23,17,Surya Kiran,Cube (Intel G860),2014,5,50000,1536,212,564,255,179,35,78,16
Digo Needs Guns,1,0,1,0.38,51.86,26,26,Surya Kiran,Cube (Intel G860),2014,0.587,50000,1536,170,565,293,166,34,9,62
Digo plays with Numbers,1,5,0,0.13,43.7,12,15,Surya Kiran,Cube (Intel G860),2014,1,50000,1536,559,1652,722,664,62,110,88
Dilemma,1,1,0,1.16,39.51,9,17,Abhinav92003,Cube (Intel G860),2013,1,50000,1536,28,81,32,35,5,2,7
DILEMMA,2,0,0,0,47.14,0,0,Vasavi OPC Team,Cube (Intel G860),2013,1,50000,1536,49,140,66,44,23,7,0
Dinner,1,4,0,0.49,30.06,9,34,Brian Bi,Cube (Intel G860),2010,0.165,50000,1536,123,528,158,248,37,20,64
Dinosaur Menace,1,0,0,0.45,9.01,0,0,Pablo Ariel Heiber,Cube (Intel G860),2010,1.179,50000,1536,137,2441,220,922,88,172,1037
Dinostratus Numbers,1,0,0,0.67,17,0,0,Paulo Roberto Santos de Sousa,Cube (Intel G860),2010,0.387,50000,1536,78,759,129,413,26,95,94
DIOPHANTINE,2,0,0,0,41.03,0,0,abhijith reddy d,Cube (Intel G860),2009,0.1,50000,1536,170,524,215,139,22,110,38
Diophantine equation,1,0,0,0.63,51.73,0,0,Robert Gerbicz,Cube (Intel G860),2009,1,50000,1536,86,346,179,61,26,4,75
Dipu and Maths,2,0,0,0,36,0,0,Man Mohan Mishra,Cube (Intel G860),2014,1,50000,1536,8,25,9,7,2,0,7
